,source,chapter,analysis_name,analysis_cost,analysis_comment
31,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение кетоновых тел экспресс-тестом в моче,1.39,
32,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение билирубина экспресс-тестом в моче,1.39,
33,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение уробилиновых тел экспресс-тестом в моче,1.39,
34,6gkb.by,"
 

Лабораторная диагностика

",Исследование комплекса параметров общего анализа мочи посредством полуавтоматических анализаторов на основе методов сухой химии,1.73,
35,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
36,6gkb.by,"
 

Лабораторная диагностика

",2,6,
37,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование осадка в моче в норме,1.17,
38,6gkb.by,"
 

Лабораторная диагностика

",Подсчет количества форменных элементов методом Нечипоренко (анализ мочи по Нечипоренко),2.67,
39,6gkb.by,"
 

Лабораторная диагностика

",Определение концентрационной способности почек по Зимницкому,1.59,
40,6gkb.by,"
 

Лабораторная диагностика

","Обнаружение трихомонад, гонококков в препаратах отделяемого мочеполовых органов, окрашеных метиленовым синим (гинекол.мазок на Флору из 1 очага))",2.83,
41,6gkb.by,"
 

Лабораторная диагностика

","Обнаружение трихомонад, гонококков в препаратах отделяемого мочеполовых органов, окрашеных по Граму (гинекол.мазок на Флору из 1 очага)",4.35,
42,6gkb.by,"
 

Лабораторная диагностика

","Определение цвета, прозрачности, относительной плотности, фиброзной пленки в спинномозговой жидкости",0.53,
43,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение белка по реакции Панди в спинномозговой жидкости,0.44,
44,6gkb.by,"
 

Лабораторная диагностика

",Определение белка с сульфациловой кислотой в спинномозговой жидкости,1.03,
45,6gkb.by,"
 

Лабораторная диагностика

",Определение кол-ва клеточных элементов (цитоз) и их дифференцированный подсчет в нативном препарате в спинномозговой жидкости,3.51,
46,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование в окрашеном препарате в спинномозговой жидкости,3.16,
47,6gkb.by,"
 

Лабораторная диагностика

","Определение кол-ва, характера, цвета, прозрачности, относительной плотности экссудантов и танссудатов",0.59,
48,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение белка по реакции Ривальти экссудантов и танссудатов,1.21,
49,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование экссудантов и танссудатов,6.60,
50,6gkb.by,"
 

Лабораторная диагностика

","Определение кол-ва, характера, цвета, консистенции, запаха в мокроте",1.14,
51,6gkb.by,"
 

Лабораторная диагностика

",микроскопическое исследование мокроты в нативном препарате,2.50,
52,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование в мокроте в окрашенном препарате,2.13,
53,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
54,6gkb.by,"
 

Лабораторная диагностика

",2,6,
55,6gkb.by,"
 

Лабораторная диагностика

",Микроскопия на кислотоустойчивые микробактерии в окрашенных по Цилю-Нильсену препаратах колическтвенным методом в 100 полях зрения,4.69,
56,6gkb.by,"
 

Лабораторная диагностика

",Определение физико-химических свойств в синовиальной жидкости,2.50,
57,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование с подсчетом кол-ва форменных элементов (цитоз) в нативном препарате в синовиальной жидкости,2.83,
58,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование в окрашеном препарате в синовиальной жидкости,2.77,
59,6gkb.by,"
 

Лабораторная диагностика

","Определение цвета, консистенции,запаха, примесей, слизи, рн в кале",0.36,
60,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение крови в кале (АТ к Нв человека),4.58,
61,6gkb.by,"
 

Лабораторная диагностика

","Тест на кровотечение в кале (лактоферин,трансферин,кальпротоксин)",48.58,
62,6gkb.by,"
 

Лабораторная диагностика

",Микроскопическое исследование кала (в 3-х препаратах),5.14,
63,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение простейших в кале (криптоспоридии),10.43,
64,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение простейших в кале (лямблии),7.84,
65,6gkb.by,"
 

Лабораторная диагностика

",Обнаружение яиц гельминтов методом Като (1 препарат) в кале,2.02,
66,6gkb.by,"
 

Лабораторная диагностика

",Исследование соскоба на энтеробиоз (в 3-х препаратах),2.77,
67,6gkb.by,"
 

Лабораторная диагностика

",Подсчет ретикулоцитов в крови*,4.29,
68,6gkb.by,"
 

Лабораторная диагностика

",Подсчет эритроцитов с базофильной зернистостью в крови,2.93,
69,6gkb.by,"
 

Лабораторная диагностика

",Подсчет тромбоцитов крови в окрашеных мазках по Фонио,3.34,
70,6gkb.by,"
 

Лабораторная диагностика

",Определение скорости оседания эритроцитов в крови (СОЭ),1.99,
71,6gkb.by,"
 

Лабораторная диагностика

",Подсчет лейкоцитарной формулы с описанием морфологии форменных элементов крови для негематологических заболеваний,2.51,
72,6gkb.by,"
 

Лабораторная диагностика

",Подсчет LE-клеток по Новоселовой,11.80,
73,6gkb.by,"
 

Лабораторная диагностика

",Исследование крови на малярийные паразиты с приготовление толстой капли,5.32,
74,6gkb.by,"
 

Лабораторная диагностика

",Исследование крови на малярийные паразиты в окрашеном мазке,4.54,
75,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
76,6gkb.by,"
 

Лабораторная диагностика

",2,6,
77,6gkb.by,"
 

Лабораторная диагностика

","Исследование крови с использованием гематологических анализаторов автоматических,с дифференцировкой лейкоцитарной формулы",4.08,
78,6gkb.by,"
 

Лабораторная диагностика

","Тропонин, Миоглобин, МВ-фракции Креатинфосфокиназы (Количественное определение (одновременное) кардиомаркеров, метод сухой химии)",43.50,
79,6gkb.by,"
 

Лабораторная диагностика

",Тропонин ультрачувствительный в венозной крови (Определение кардиомаркеров иммунохимическим методом),17.99,
80,6gkb.by,"
 

Лабораторная диагностика

",Миоглобин в венозной крови (Определение кардиомаркеров иммунохимическим методом)*,22.54,
81,6gkb.by,"
 

Лабораторная диагностика

",КФК-МВ (концентрация по массе) в венозной крови (Определение кардиомаркеров иммунохимическим методом),17.57,
82,6gkb.by,"
 

Лабораторная диагностика

",BNP (мозговой натрийуретический пептид) в венозной крови (Определение кардиомаркеров иммунохимическим методом),47.97,
83,6gkb.by,"
 

Лабораторная диагностика

",NT- proBNP (про-мозговой натрийуретический пептид) в венозной крови (Определение кардиомаркеров иммунохимическим методом)*,40.26,
84,6gkb.by,"
 

Лабораторная диагностика

","Альфа-фетопротеин (АФП) (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет)*",16.06,
85,6gkb.by,"
 

Лабораторная диагностика

","Канцероэмбриональный Антиген (КЭА) (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет*",16.39,
86,6gkb.by,"
 

Лабораторная диагностика

","СА 19-9 (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет)*",30.12,
87,6gkb.by,"
 

Лабораторная диагностика

","СА - 125 (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет)*",29.57,
88,6gkb.by,"
 

Лабораторная диагностика

",СА 15- 3 (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа автоматизированный расчет)*,18.43,
89,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
90,6gkb.by,"
 

Лабораторная диагностика

",2,6,
91,6gkb.by,"
 

Лабораторная диагностика

","Простатический Антиген Общий (ПСА) (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет)*",17.74,
92,6gkb.by,"
 

Лабораторная диагностика

","Простатический Антиген Свободный (св.ПСА) (Определение канцеромаркеров (онкомаркеров) методом иммуноферментного анализа, автоматизированный расчет)*",19.80,
93,6gkb.by,"
 

Лабораторная диагностика

",В-2-микроглобулин,11.39,
94,6gkb.by,"
 

Лабораторная диагностика

",СА 242*,16.99,
95,6gkb.by,"
 

Лабораторная диагностика

",Cyfra 21-1*,25.54,
96,6gkb.by,"
 

Лабораторная диагностика

",HE-4*,31.85,
97,6gkb.by,"
 

Лабораторная диагностика

",Определение кальцитонина,18.09,
98,6gkb.by,"
 

Лабораторная диагностика

",Гликированный гемоглобин (Hb A1) (Определение концентрации гликированного гемоглобина)*,7.78,
99,6gkb.by,"
 

Лабораторная диагностика

",Общий Белок (Биохимический анализ крови)*,0.60,
100,6gkb.by,"
 

Лабораторная диагностика

",Альбумин (Биохимический анализ крови)*,0.50,
101,6gkb.by,"
 

Лабораторная диагностика

",Креатинин (Биохимический анализ крови)*,1.29,
102,6gkb.by,"
 

Лабораторная диагностика

",Мочевина (Биохимический анализ крови)*,0.72,
103,6gkb.by,"
 

Лабораторная диагностика

",Мочевая Кислота (Биохимический анализ крови)*,0.65,
104,6gkb.by,"
 

Лабораторная диагностика

",Общий Холестерин (Биохимический анализ крови)*,0.73,
105,6gkb.by,"
 

Лабораторная диагностика

",Холестерин Высокой плотности ЛПВП (HDL) (Биохимический анализ крови)*,1.65,
106,6gkb.by,"
 

Лабораторная диагностика

",Холестерин Низкой плотности ЛПНП (LDL) (Биохимический анализ крови)*,4.06,
107,6gkb.by,"
 

Лабораторная диагностика

",Глюкоза в сыворотке (Биохимический анализ крови)*,0.42,
108,6gkb.by,"
 

Лабораторная диагностика

",Общий Билирубин (Биохимический анализ крови)*,0.47,
109,6gkb.by,"
 

Лабораторная диагностика

",Прямой Билирубин (Биохимический анализ крови)*,0.62,
110,6gkb.by,"
 

Лабораторная диагностика

",Кальций (Биохимический анализ крови)*,0.71,
111,6gkb.by,"
 

Лабораторная диагностика

",Калий (Биохимический анализ крови)*,1.25,
112,6gkb.by,"
 

Лабораторная диагностика

",Натрий (Биохимический анализ крови)*,1.25,
113,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
114,6gkb.by,"
 

Лабораторная диагностика

",2,6,
115,6gkb.by,"
 

Лабораторная диагностика

",Хлориды (Биохимический анализ крови)*,1.25,
116,6gkb.by,"
 

Лабораторная диагностика

",Фосфор неорганический (Биохимический анализ крови)*,0.46,
117,6gkb.by,"
 

Лабораторная диагностика

",Аланинаминотрансфераза АЛТ (Биохимический анализ крови)*,0.57,
118,6gkb.by,"
 

Лабораторная диагностика

",Аспартатаминотрансфераза АСТ (Биохимический анализ крови)*,0.59,
119,6gkb.by,"
 

Лабораторная диагностика

",Альфа-Амилаза в сыворотке крови (Биохимический анализ крови)*,1.25,
120,6gkb.by,"
 

Лабораторная диагностика

",Панкреатическая амилаза (Биохимический анализ крови)*,5.01,
121,6gkb.by,"
 

Лабораторная диагностика

",Липаза*,1.50,
122,6gkb.by,"
 

Лабораторная диагностика

",Щелочная Фосфатаза (определение активности) (Биохимический анализ крови)*,0.66,
123,6gkb.by,"
 

Лабораторная диагностика

",Гамма-глютаминтранспептидаза ГГТП (определение активности) (Биохимический анализ крови)*,0.82,
124,6gkb.by,"
 

Лабораторная диагностика

",HBDH (определение активности) (Биохимический анализ крови)*,1.28,
125,6gkb.by,"
 

Лабораторная диагностика

",Лактатдегидрогеназа ЛДГ (определение активности) (Биохимический анализ крови)*,0.77,
126,6gkb.by,"
 

Лабораторная диагностика

",КФК Креатинфосфокиназа (определение активности) (Биохимический анализ крови)*,1.14,
127,6gkb.by,"
 

Лабораторная диагностика

",КФК-МВ (определение активности) (Биохимический анализ крови)*,4.28,
128,6gkb.by,"
 

Лабораторная диагностика

",Сывороточное Железо в сыворотке крови (определение уровня) (Биохимический анализ крови)*,2.57,
129,6gkb.by,"
 

Лабораторная диагностика

",Триглицериды (Биохимический анализ крови)*,1.09,
130,6gkb.by,"
 

Лабораторная диагностика

",Ферритин (Биохимический анализ крови)*,7.68,
131,6gkb.by,"
 

Лабораторная диагностика

",Трансферрин (Биохимический анализ крови)*,6.18,
132,6gkb.by,"
 

Лабораторная диагностика

",Миоглобин (Биохимический анализ крови)*,16.87,
133,6gkb.by,"
 

Лабораторная диагностика

",Микроальбумин В МОЧЕ*,4.70,
134,6gkb.by,"
 

Лабораторная диагностика

",Магний (Биохимический анализ крови)*,0.92,
135,6gkb.by,"
 

Лабораторная диагностика

",Апопротеин А1 (Биохимический анализ крови)*,6.75,
136,6gkb.by,"
 

Лабораторная диагностика

",Апопротеин В (Биохимический анализ крови)*,6.31,
137,6gkb.by,"
 

Лабораторная диагностика

",Медь (Биохимический анализ крови)*,3.83,
138,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
139,6gkb.by,"
 

Лабораторная диагностика

",2,6,
140,6gkb.by,"
 

Лабораторная диагностика

",Альфа - 1 - антитрипсин (Биохимический анализ крови),14.72,
141,6gkb.by,"
 

Лабораторная диагностика

",Церуллоплазмин (Биохимический анализ крови)*,7.63,
142,6gkb.by,"
 

Лабораторная диагностика

",Глюкоза (глюкозотолерантный тест - ГТТ) 2-х кратный,5.07,
143,6gkb.by,"
 

Лабораторная диагностика

",Фруктозамин,5.16,
144,6gkb.by,"
 

Лабораторная диагностика

",Цистатин С*,10.20,
145,6gkb.by,"
 

Лабораторная диагностика

","Общая железосвязывающая способность (ОЖСС,UIBC)*",7.03,
146,6gkb.by,"
 

Лабораторная диагностика

",Определение глюкозы в цельной крови экспресс методом,3.29,
147,6gkb.by,"
 

Лабораторная диагностика

",Определение показателей кислотно-основного состояния (КОС),31.79,
148,6gkb.by,"
 

Лабораторная диагностика

",Определение показателей кислотно-основного состояния крови посредством автоматических анализаторов (КЩС),31.81,
149,6gkb.by,"
 

Лабораторная диагностика

",Эстрадиол (Определение половых гормонов) *,9.17,
150,6gkb.by,"
 

Лабораторная диагностика

",Фолликулстимулирующий гормон (FSH) (Определение половых гормонов) ФГ*,9.17,
151,6gkb.by,"
 

Лабораторная диагностика

",Лютеинизирующий гормон (Определение половых гормонов ) ЛГ*,9.17,
152,6gkb.by,"
 

Лабораторная диагностика

",Прогестерон (Определение половых гормонов) Пгн,9.17,
153,6gkb.by,"
 

Лабораторная диагностика

",Пролактин (Определение половых гормонов) Плн*,11.09,
154,6gkb.by,"
 

Лабораторная диагностика

",Тестостерон (Определение половых гормонов) Тстн*,15.40,
155,6gkb.by,"
 

Лабораторная диагностика

",Хорионический гонадотропин или его бета-субъединица (Определение половых гормонов) ХГЧ или b-ХГЧ*,10.64,
156,6gkb.by,"
 

Лабораторная диагностика

","Тиреотропный гормон (TSH) (Определение гормонов, щитовидная железа) ТТГ*",6.28,
157,6gkb.by,"
 

Лабораторная диагностика

","Свободный тироксин (Определение гормонов, щитовидная железа) FT4*",6.46,
158,6gkb.by,"
 

Лабораторная диагностика

","Свободный Трийодтиронин (Определение гормонов, щитовидная железа) FT3*",7.66,
159,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
160,6gkb.by,"
 

Лабораторная диагностика

",2,6,
161,6gkb.by,"
 

Лабораторная диагностика

","Прокальцитонин (Определение гормонов, прочие) Пкцн",36.90,
162,6gkb.by,"
 

Лабораторная диагностика

","Кортизол (Определение гормонов, прочие) Крл",22.20,
163,6gkb.by,"
 

Лабораторная диагностика

","Анти -ТГ антитела к тироглобулину (Определение гормонов, щитовидная железа) анти-ТГ*",11.02,
164,6gkb.by,"
 

Лабораторная диагностика

",ДГЭА -SO4,27.14,
165,6gkb.by,"
 

Лабораторная диагностика

",17-ОН прогестерон,8.46,
166,6gkb.by,"
 

Лабораторная диагностика

",Определение паратгормона,10.36,
167,6gkb.by,"
 

Лабораторная диагностика

","Анти -ТРО антитела к тироопероксидазе (Определение гормонов, щитовидная железа)*",13.73,
168,6gkb.by,"
 

Лабораторная диагностика

",Определение содержания Фибриногена в плазме на автоматическом коагулометре*,6.68,
169,6gkb.by,"
 

Лабораторная диагностика

",Определение волчаночного антикоагулянта клоттинговым методом*,33.81,
170,6gkb.by,"
 

Лабораторная диагностика

",Определение антитромбина III (АТ III),30.26,
171,6gkb.by,"
 

Лабораторная диагностика

",Определение протеина С на автоматическом коагулометре,35.34,
172,6gkb.by,"
 

Лабораторная диагностика

",Определение протеина S на автоматическом коагулометре,58.56,
173,6gkb.by,"
 

Лабораторная диагностика

",Определение Д-димеров*,26.61,
174,6gkb.by,"
 

Лабораторная диагностика

",Определение Д-димеров экспресс-методом (иммунофлуоресцентный анализ),24.28,
175,6gkb.by,"
 

Лабораторная диагностика

",Определение активированного частичного тромбопластинового времени на автоматическом коагулометре ( АЧТВ )*,3.98,
176,6gkb.by,"
 

Лабораторная диагностика

",Определение протромбинового времени (ПТВ) с тромбопластин кальциевой смесью с расчетом МНО*,12.70,
177,6gkb.by,"
 

Лабораторная диагностика

",Определение протромбинового времени (ПТВ) с расчетом МНО - экспресс-тест из капиллярной крови (палец)*,8.23,
178,6gkb.by,"
 

Лабораторная диагностика

",Определение тромбинового времени (ТВ),6.39,
179,6gkb.by,"
 

Лабораторная диагностика

",Определение гемостаза анти-Ха фактор,23.09,
180,6gkb.by,"
 

Лабораторная диагностика

","Определение групп крови по системе АВО перекрестным способом, определение резус-фактора",8.43,
181,6gkb.by,"
 

Лабораторная диагностика

",Определение неполных резус-антител методом конглютинации,8.31,
182,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
183,6gkb.by,"
 

Лабораторная диагностика

",2,6,
184,6gkb.by,"
 

Лабораторная диагностика

",Прямая проба Кумбса,9.93,
185,6gkb.by,"
 

Лабораторная диагностика

",Непрямая проба Кумбса,18.69,
186,6gkb.by,"
 

Лабораторная диагностика

",СРБ общий (определение индивидуальных белков сыворотки крови турбидиметрическим методом)*,4.72,
187,6gkb.by,"
 

Лабораторная диагностика

",СРБ ультрачувствительный (определение индивидуальных белков сыворотки крови турбидиметрическим методом),2.19,
188,6gkb.by,"
 

Лабораторная диагностика

",Иммуноглобулин А*,5.63,
189,6gkb.by,"
 

Лабораторная диагностика

",Иммуноглобулин М*,5.82,
190,6gkb.by,"
 

Лабораторная диагностика

",Иммуноглобулин G*,5.82,
191,6gkb.by,"
 

Лабораторная диагностика

",Иммуноглобулин Е*,15.01,
192,6gkb.by,"
 

Лабораторная диагностика

",Определение активности анти - О - Стрептолизина в сыворотке крови латекс-тестом*,4.82,
193,6gkb.by,"
 

Лабораторная диагностика

","Определение аутоантител к Кардиолипину класса М (IgM) методом иммуноферментного анализа, полуавтоматизированный расчет",13.35,
194,6gkb.by,"
 

Лабораторная диагностика

","Определение аутоантител к Кардиолипину класса G (IgG) методом иммуноферментного анализа, полуавтоматизированный расчет",13.35,
195,6gkb.by,"
 

Лабораторная диагностика

","Определение аутоантител к Бета 2-гликопротеину класса М (IgM) методом иммуноферментного анализа, полуавтоматизированный расчет",13.35,
196,6gkb.by,"
 

Лабораторная диагностика

","Определение аутоантител к Бета2-гликопротеину класса G (IgG) методом иммуноферментного анализа, полуавтоматизированный расчет",13.35,
197,6gkb.by,"
 

Лабораторная диагностика

","Определение аутоантител к Нуклеосомам методом иммуноферментного анализа, полуавтоматизированный расчет*",13.95,
198,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к Двухцепочечной ДНК (ds-DNA)*,13.38,
199,6gkb.by,"
 

Лабораторная диагностика

",Определение Антинуклеарных антител (ANA)*,13.38,
200,6gkb.by,"
 

Лабораторная диагностика

",Определение Антицитоплазматических антител (ANCA),13.38,
201,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к Циклическому Цитрулинированному Пептиду (ACCP)*,15.63,
202,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к митохондриям (АМА),13.33,
203,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к тканевой трансглутаминазе Ig А,12.74,
204,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
205,6gkb.by,"
 

Лабораторная диагностика

",2,6,
206,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к тканевой трансглутаминазе Ig G,13.32,
207,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к модифицированному цитрулинированному виментину (MCV)*,18.79,
208,6gkb.by,"
 

Лабораторная диагностика

",Определение ревматоидного фактора Ig M,13.32,
209,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к МИЕЛОПЕРОКСИДАЗЕ (МРО),13.29,
210,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к протеиназе-3 (PR-3),14.69,
211,6gkb.by,"
 

Лабораторная диагностика

",Определение аутоантител к внутреннему фактору (Касла),14.01,
212,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к глиадину Ig A (anti-gliadin IgA),13.09,
213,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к глиадину Ig G(anti-gliadin IgG),13.09,
214,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к Saccaharomyces cerevisiae класса А (ASCA Ig A),13.09,
215,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к Saccaharomyces cerevisiae класса G (ASCA Ig G),13.09,
216,6gkb.by,"
 

Лабораторная диагностика

","Скрининг антифосфолипидных суммарных антител (АТ к кардиолипину, бета-2-гликопротеину-1, фосфотидилинозитолу,фосфотидидсерину )класса М anti-Phospholipid Screen IgM*",13.09,
217,6gkb.by,"
 

Лабораторная диагностика

","Скрининг антифосфолипидных суммарных антител (АТ к кардиолипину, бета-2-гликопротеину-1, фосфотидилинозитолу,фосфотидидсерину )класса G anti-Phospholipid Screen IgG*",13.29,
218,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к фосфотидилсерину класса М (АТ к фосфотидилсерину Ig M),13.04,
219,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к фосфотидилсерину класса G (АТ к фосфотидилсерину Ig G),13.04,
220,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к латоферрину ( АТ-к лактоферрину),11.11,
221,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к растворимому антигену печени (анти-SLA),16.21,
222,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к микросомам печени и почек (анти-LKM-1),16.19,
223,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к деаминированному пептиду глиадина Ig A (анти-DGP Ig A),13.23,
224,6gkb.by,"
 

Лабораторная диагностика

",Наименование услуги,Общая стоимость,
225,6gkb.by,"
 

Лабораторная диагностика

",2,6,
226,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к деаминированному пептиду глиадина Ig G (анти-DGP Ig G),13.23,
227,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к париетальным клеткам желудка Ig G (анти-Parietal Cell IgG),13.28,
228,6gkb.by,"
 

Лабораторная диагностика

",Определение антител к базальной мембране клубочков почки Ig G (анти--GBM IgG),14.74,
229,6gkb.by,"
 

Лабораторная диагностика

",Определение антител (качественное) класса ANA-иммуноблоттинг 9 параметров,33.79,
230,6gkb.by,"
 

Лабораторная диагностика

",Определение антител (качественное) -миозитный профиль-иммуноблоттинг,33.79,
231,6gkb.by,"
 

Лабораторная диагностика

",Определение антител (качественное) -ANCA профиль-иммуноблоттинг 3 параметра,33.79,
232,6gkb.by,"
 

Лабораторная диагностика

",Определение витамина D2/D3-OH*,36.70,
233,6gkb.by,"
 

Лабораторная диагностика

",Определение антител (качественное) класса ANA-иммуноблоттинг17 параметров,46.74,
234,6gkb.by,"
 

Лабораторная диагностика

",Определение инсулина*,9.35,
235,6gkb.by,"
 

Лабораторная диагностика

",Определение витамина В 12*,14.29,
236,6gkb.by,"
 

Лабораторная диагностика

",Определение pyrilinks-D (Маркера резорбции костной ткани),45.22,
237,6gkb.by,"
 

Лабораторная диагностика

",Определение остеокальцина,20.69,
238,6gkb.by,"
 

Лабораторная диагностика

","Определение уровня фолатов (Витамин В9, фолиевая кислота)*",21.94,
