,source,chapter,analysis_name,analysis_cost,analysis_comment
39,invitro.by,,"Аминокислоты мочи, 31 показатель (Amino Acids, Random Urine)",232 руб. 26 коп.,
40,invitro.by,,"Аминокислоты в плазме крови, 48 показателей (Amino Acids Analysis, Plasma, 48 parameters)",235 руб. 30 коп.,
41,invitro.by,,"Аминокислоты в плазме крови, скрининговое исследование 13 показателей (Amino Acids Analysis, Plasma, 13 parameters)",136 руб. 97 коп.,
42,invitro.by,,"М-градиент, типирование. Электрофорез сыворотки крови и иммунофиксация с панелью антисывороток (IgG/A/M/каппа/лямбда) c количественной оценкой М-градиента",92 руб. 72 коп.,
43,invitro.by,,"М-градиент, скрининг. Электрофорез сыворотки и иммунофиксация с поливалентной антисывороткой и количественной оценкой М-градиента",47 руб. 41 коп.,
44,invitro.by,,Общий белок (в крови),2 руб. 86 коп.,
45,invitro.by,,Альбумин (в крови),2 руб. 71 коп.,
46,invitro.by,,Альбумин (в моче) (Albumin),4 руб. 07 коп.,
47,invitro.by,,Общий белок (в моче),2 руб. 83 коп.,
48,invitro.by,,Гомоцистеин,38 руб. 14 коп.,
49,invitro.by,,Белковые фракции,6 руб. 05 коп.,
50,invitro.by,,Метаболический синдром,17 руб. 41 коп.,
51,invitro.by,,"Скорость клубочковой фильтрации расчетная, по формуле Шварца (креатинин) для детей (рСКФ по формуле Шварца, 2009;",3 руб. 97 коп.,
52,invitro.by,,"Клубочковая фильтрация, расчет по формуле CKD-EPI цистатин С (2012) (eGFR, Estimated Glomerular Filtration Rate, CKD-EPI cystatin C (2012) equation)",40 руб. 04 коп.,
53,invitro.by,,"Клубочковая фильтрация, расчет по формуле CKD-EPI – креатинин (eGFR, Estimated Glomerular Filtration Rate, CKD-EPI creatinine equation)",4 руб. 09 коп.,
54,invitro.by,,Цистатин С (Cystatin C),48 руб. 51 коп.,
55,invitro.by,,Мочевина (в моче),3 руб. 76 коп.,
56,invitro.by,,Мочевая кислота (в моче),3 руб. 61 коп.,
57,invitro.by,,Проба Реберга,3 руб. 28 коп.,
58,invitro.by,,Креатинин (в моче),3 руб. 28 коп.,
59,invitro.by,,Мочевая кислота (в крови),3 руб. 00 коп.,
60,invitro.by,,Мочевина (в крови),2 руб. 76 коп.,
61,invitro.by,,Креатинин (в крови),2 руб. 65 коп.,
62,invitro.by,,Билирубин общий,2 руб. 83 коп.,
63,invitro.by,,"Билирубин прямой (Билирубин конъюгированный, связанный)",2 руб. 69 коп.,
64,invitro.by,,Триглицериды,3 руб. 47 коп.,
65,invitro.by,,Холестерол общий (холестерин),4 руб. 20 коп.,
66,invitro.by,,Холестерол-ЛПВП (Холестерин липопротеинов высокой плотности),4 руб. 33 коп.,
67,invitro.by,,Холестерол-ЛПНП (Холестерин липопротеинов низкой плотности),3 руб. 47 коп.,
68,invitro.by,,Аполипопротеин А1,6 руб. 67 коп.,
69,invitro.by,,Аполипопротеин В,5 руб. 74 коп.,
70,invitro.by,,Липопротеин (a),27 руб. 09 коп.,
71,invitro.by,,"Холестерин липопротеидов низкой плотности, прямой метод (Холестерин ЛПНП, прямой метод, LDL-cholesterol direct).",3 руб. 47 коп.,
72,invitro.by,,"Холестерин - ЛПОНП (Холестерин липопротеинов очень низкой плотности, ЛПОНП, VLDL Cholesterol).",3 руб. 66 коп.,
73,invitro.by,,"Коэнзим Q10, плазма (Coenzyme Q10, CoQ10, plasma)",115 руб. 01 коп.,
74,invitro.by,,"Пепсиногены I и II с расчетом соотношения (Пепсиноген I/Пепсиноген II) (Pepsinogen I/Pepsinogen II, PG1/PG2)",58 руб. 00 коп.,
75,invitro.by,,Пепсиноген II,29 руб. 00 коп.,
76,invitro.by,,Пепсиноген 1,29 руб. 00 коп.,
77,invitro.by,,"Альфа-Амилаза (порционная/суточная моча) (Диастаза, Amylase, urine/24-h urine)",5 руб. 91 коп.,
78,invitro.by,,Фосфатаза щёлочная (ЩФ),3 руб. 58 коп.,
79,invitro.by,,Холинэстераза,3 руб. 60 коп.,
80,invitro.by,,ЛДГ (Лактатдегидрогеназа),4 руб. 10 коп.,
81,invitro.by,,Липаза,4 руб. 66 коп.,
82,invitro.by,,Креатинкиназа-МВ,8 руб. 01 коп.,
83,invitro.by,,Креатинкиназа,5 руб. 33 коп.,
84,invitro.by,,Гамма-глутамилтранспептидаза (ГГТ),2 руб. 59 коп.,
85,invitro.by,,Альфа-Амилаза панкреатическая,7 руб. 15 коп.,
86,invitro.by,,Альфа-Амилаза (Диастаза),4 руб. 80 коп.,
87,invitro.by,,АсАТ (Аспартатаминотрансфераза),2 руб. 83 коп.,
88,invitro.by,,Анализ на аланинаминотрансферазу — АЛТ.,2 руб. 77 коп.,
89,invitro.by,,Витамин В7,74 руб. 27 коп.,
90,invitro.by,,Витамин В2,74 руб. 27 коп.,
91,invitro.by,,Витамин С,74 руб. 27 коп.,
92,invitro.by,,Витамин В3,74 руб. 27 коп.,
93,invitro.by,,Витамин В5,74 руб. 27 коп.,
94,invitro.by,,Витамин B6,74 руб. 27 коп.,
95,invitro.by,,Витамин В1,74 руб. 27 коп.,
96,invitro.by,,Витамины D2 и D3,132 руб. 03 коп.,
97,invitro.by,,Витамин Е,64 руб. 06 коп.,
98,invitro.by,,"Витамин А в сыворотке (ретинол, Vitamin A, Retinol, Serum)",64 руб. 06 коп.,
99,invitro.by,,"Витамин К1 в сыворотке (филлохинон, Vitamin K1, Phylloquinone, Serum)",60 руб. 59 коп.,
100,invitro.by,,"Активный витамин В12, Голотранскобаламин (Active-B12, Holotranscobalamin)",52 руб. 32 коп.,
101,invitro.by,,"Жирные кислоты, профиль: омега-3, -6, -9, плазма (Fatty acids panel, omega-3, -6, -9, plasma)",215 руб. 08 коп.,
102,invitro.by,,Омега-3 индекс (Omega-3 Index),126 руб. 79 коп.,
103,invitro.by,,25-OH витамин D,37 руб. 01 коп.,
104,invitro.by,,Фолиевая кислота,28 руб. 75 коп.,
105,invitro.by,,"Витамин B12 (цианокобаламин, кобаламин)",29 руб. 44 коп.,
106,invitro.by,,"Алюминий, волосы",12 руб. 71 коп.,
107,invitro.by,,"Барий, волосы",12 руб. 71 коп.,
108,invitro.by,,"Бериллий, волосы",12 руб. 71 коп.,
109,invitro.by,,"Бор, волосы",12 руб. 71 коп.,
110,invitro.by,,"Ванадий, волосы",12 руб. 71 коп.,
111,invitro.by,,"Висмут, волосы",12 руб. 71 коп.,
112,invitro.by,,"Вольфрам, волосы",12 руб. 71 коп.,
113,invitro.by,,"Галлий, волосы",12 руб. 71 коп.,
114,invitro.by,,"Германий, волосы (Germanium, hair; Ge)",12 руб. 71 коп.,
115,invitro.by,,"Железо, волосы",12 руб. 71 коп.,
116,invitro.by,,Железо сыворотки,3 руб. 38 коп.,
117,invitro.by,,"Золото, волосы",12 руб. 71 коп.,
118,invitro.by,,Йод (I) в моче,14 руб. 25 коп.,
119,invitro.by,,"Йод, волосы",12 руб. 71 коп.,
120,invitro.by,,"Кадмий, волосы",12 руб. 71 коп.,
121,invitro.by,,"Калий, волосы",12 руб. 71 коп.,
122,invitro.by,,"Калий, Натрий, Хлор",3 руб. 87 коп.,
123,invitro.by,,Кальций ионизированный,8 руб. 91 коп.,
124,invitro.by,,Кальций (в моче),3 руб. 86 коп.,
125,invitro.by,,Кальций общий,2 руб. 84 коп.,
126,invitro.by,,"Кальций, волосы",12 руб. 71 коп.,
127,invitro.by,,"Кобальт, волосы",12 руб. 71 коп.,
128,invitro.by,,"Кремний, волосы",12 руб. 71 коп.,
129,invitro.by,,"Лантан, волосы",12 руб. 71 коп.,
130,invitro.by,,"Литий, волосы",12 руб. 71 коп.,
131,invitro.by,,"Литий, сыворотка (Lithium, serum)",30 руб. 03 коп.,
132,invitro.by,,"Магний, волосы",12 руб. 71 коп.,
133,invitro.by,,Магний,3 руб. 02 коп.,
134,invitro.by,,"Марганец, волосы",12 руб. 71 коп.,
135,invitro.by,,"Медь, волосы",12 руб. 71 коп.,
136,invitro.by,,"Молибден, волосы",12 руб. 71 коп.,
137,invitro.by,,"Мышьяк, волосы",12 руб. 71 коп.,
138,invitro.by,,"Натрий, волосы",12 руб. 71 коп.,
139,invitro.by,,"Никель, волосы",12 руб. 71 коп.,
140,invitro.by,,"Олово, волосы",12 руб. 71 коп.,
141,invitro.by,,"Платина, волосы",12 руб. 71 коп.,
142,invitro.by,,"Ртуть, волосы",12 руб. 71 коп.,
143,invitro.by,,"Рубидий, волосы",12 руб. 71 коп.,
144,invitro.by,,"Свинец, волосы",12 руб. 71 коп.,
145,invitro.by,,"Свинец, цельная кровь",14 руб. 25 коп.,
146,invitro.by,,"Селен, волосы",12 руб. 71 коп.,
147,invitro.by,,"Серебро, волосы",12 руб. 71 коп.,
148,invitro.by,,"Стронций, волосы",12 руб. 71 коп.,
149,invitro.by,,"Сурьма, волосы",12 руб. 71 коп.,
150,invitro.by,,"Таллий, волосы",12 руб. 71 коп.,
151,invitro.by,,"Фосфор, волосы",12 руб. 71 коп.,
152,invitro.by,,Фосфор (в моче),4 руб. 07 коп.,
153,invitro.by,,Фосфор неорганический (в крови),2 руб. 87 коп.,
154,invitro.by,,"Хром, волосы (Chromium, hair; Cr)",12 руб. 71 коп.,
155,invitro.by,,"Цинк, волосы",12 руб. 71 коп.,
156,invitro.by,,"Цинк, сыворотка",14 руб. 25 коп.,
157,invitro.by,,"Цирконий, волосы",12 руб. 71 коп.,
158,invitro.by,,"Углеводдефицитный трансферрин (УДТ, Carbohydrate-Deficient Trancferrin, CDT)",144 руб. 37 коп.,
159,invitro.by,,Миоглобин (Myoglobin),14 руб. 01 коп.,
160,invitro.by,,"Натриуретического гормона (В-типа) N-концевой пропептид (NT-proBNP, N-terminal pro-brain natriuretic peptide, pro-B-type natriuretic peptide)",48 руб. 51 коп.,
161,invitro.by,,Трансферрин (Сидерофилин),8 руб. 53 коп.,
162,invitro.by,,Ферритин,21 руб. 48 коп.,
163,invitro.by,,Гаптоглобин,14 руб. 11 коп.,
164,invitro.by,,Прокальцитонин (Procalcitonin),52 руб. 32 коп.,
165,invitro.by,,Ревматоидный фактор (РФ),9 руб. 67 коп.,
166,invitro.by,,С-реактивный белок (СРБ),6 руб. 95 коп.,
167,invitro.by,,АСЛ-О (Антистрептолизин–О),6 руб. 78 коп.,
168,invitro.by,,Маркёр формирования костного матрикса P1NP,37 руб. 64 коп.,
169,invitro.by,,Beta-Cross laps,39 руб. 21 коп.,
170,invitro.by,,Остеокальцин,34 руб. 87 коп.,
171,invitro.by,,Альфа-фетопротеин (АФП),19 руб. 31 коп.,
172,invitro.by,,ПСА общий,22 руб. 92 коп.,
173,invitro.by,,Раково-эмбриональный антиген (РЭА),17 руб. 02 коп.,
174,invitro.by,,Са 15-3 (Углеводный антиген 15-3),25 руб. 46 коп.,
175,invitro.by,,Са-125 (Углеводный антиген 125),25 руб. 98 коп.,
176,invitro.by,,Са 19-9 (Углеводный антиген 19-9),27 руб. 90 коп.,
177,invitro.by,,Cа 72-4 (Углеводный антиген 72-4),25 руб. 63 коп.,
178,invitro.by,,Cyfra-21-1 (Фрагмент Цитокератина 19),34 руб. 67 коп.,
179,invitro.by,,Нейро-специфическая энолаза (NSE),34 руб. 67 коп.,
180,invitro.by,,Белок S100,55 руб. 05 коп.,
181,invitro.by,,"Бета-2-микроглобулин (в моче) (Beta-2 microglobulin, urine)",23 руб. 40 коп.,
182,invitro.by,,"Биомаркеры рака простаты: PCA3 и TMPRSS2-ERG, моча (Prostate cancer biomarkers: PCA3 and TMPRSS2-ERG, urine)",252 руб. 55 коп.,
183,invitro.by,,"UBC (антиген рака мочевого пузыря, исследование растворимых фрагментов цитокератинов 8 и 18 в моче) Urine Bladder Cancer Antigen",76 руб. 80 коп.,
184,invitro.by,,"Бета-2-микроглобулин (в крови) (Beta-2 microglobulin, serum, BMG)",38 руб. 37 коп.,
185,invitro.by,,"Антиген плоскоклеточной карциномы (Squamous Cell Carcinoma Antigen, SCC, SCCA, SCC Ag)",41 руб. 71 коп.,
186,invitro.by,,"CA-242 (Углеводный антиген СА-242, опухолевый маркёр CA-242, Cancer Antigen 242, CA 242)",32 руб. 47 коп.,
187,invitro.by,,ROMA2,88 руб. 54 коп.,
188,invitro.by,,"HE4 (Human epididymis protein 4, Белок 4 эпидидимиса человека)",62 руб. 56 коп.,
189,invitro.by,,ROMA 1,88 руб. 54 коп.,
190,invitro.by,,"Растворимые рецепторы трансферрина (рТФР, Soluble Transferrin Receptor, sTfR)",68 руб. 50 коп.,
191,invitro.by,,Церулоплазмин (Coeruloplasmin),18 руб. 15 коп.,
192,invitro.by,,Латентная (ненасыщенная) железосвязывающая способность сыворотки крови,6 руб. 01 коп.,
193,invitro.by,,Вальпроевая кислота,18 руб. 89 коп.,
194,invitro.by,,"Карбамазепин (Финлепсин, Тегретол)",16 руб. 82 коп.,
195,invitro.by,,"Фенитоин (Дифенин, Дилантин)",119 руб. 12 коп.,
196,invitro.by,,Эверолимус (Everolimus),132 руб. 03 коп.,
197,invitro.by,,"Митотан, плазма крови (Mitotane, o, p′-DDD, plasma)",97 руб. 70 коп.,
198,invitro.by,,"«Вредные привычки» (Анализ мочи на никотин, психотропные и наркотические вещества, психоактивные лекарственные препараты (никотин; психотропные и наркотические вещества, психоактивные лекарственные препараты) (Pernicious Habits: Nicotine, Drugs, Psychostimulants and Psychotropic Substances, Urine)*",78 руб. 21 коп.,
199,invitro.by,,"Ламотриджин, лекарственный мониторинг (Lamotrigine)",139 руб. 00 коп.,
200,invitro.by,,"Такролимус (Адваграф, Програф, Протопик, Такросел)",19 руб. 69 коп.,
201,invitro.by,,"Электрофорез белков мочи, определение типа протеинурии (Protein Electrophoresis, Urine)",50 руб. 82 коп.,
202,invitro.by,,"Тропонин-I, высокочувствительный (Troponin-I, high sensitivity, hs-TnI)",33 руб. 87 коп.,
203,invitro.by,,"Альфа-1-антитрипсин, фенотипирование (Alpha-1-Antitrypsin Phenotyping)",116 руб. 78 коп.,
204,invitro.by,,"Альфа-1-антитрипсин, концентрация (А1АТ, Alpha-1-Antitrypsin сoncentration, A1-Antitrypsin, A1A, AAT)",65 руб. 06 коп.,
205,invitro.by,,"Высокочувствительный С-реактивный белок (кардио), (СРБ высокочувствительный, high sensitivity CRP, hs-CRP)",4 руб. 87 коп.,
206,invitro.by,,"Метаболиты эстрогенов и прогестерона, 24-ч моча (Estrogens and progesterone metabolites, 24-h urine)",260 руб. 02 коп.,
207,invitro.by,,"Стероидный профиль, слюна, 8 параметров (тестостерон, дегидроэпиандростерон, андростендион, кортизол, кортизон, эстрадиол, прогестерон, 17-ОН-прогестерон)",266 руб. 76 коп.,
208,invitro.by,,"Соматотропный гормон (Соматотропин, СТГ)",27 руб. 43 коп.,
209,invitro.by,,Соматомедин-С (Инсулиноподобный фактор роста I),27 руб. 39 коп.,
210,invitro.by,,АКТГ,36 руб. 77 коп.,
211,invitro.by,,Кортизол (Гидрокортизон),22 руб. 13 коп.,
212,invitro.by,,"Кортизол, слюна",15 руб. 62 коп.,
213,invitro.by,,"Свободный кортизол (в моче) (Free cortisol, urine)",22 руб. 80 коп.,
214,invitro.by,,Трийодтиронин общий (Т3 общий),12 руб. 89 коп.,
215,invitro.by,,Трийодтиронин свободный (Т3 свободный),13 руб. 61 коп.,
216,invitro.by,,Тироксин общий (Т4 общий),12 руб. 03 коп.,
217,invitro.by,,Тироксин свободный (Т4 свободный),14 руб. 19 коп.,
218,invitro.by,,"Тиреотропный гормон (ТТГ, тиротропин)",13 руб. 76 коп.,
219,invitro.by,,Антитела к тиреоглобулину (АТ-ТГ),23 руб. 46 коп.,
220,invitro.by,,"Антитела к тиреоидной пероксидазе (АТ-ТПО, микросомальные антитела)",22 руб. 48 коп.,
221,invitro.by,,"Тиреоглобулин (Thyroglobulin, TG)",16 руб. 68 коп.,
222,invitro.by,,АТ к рТТГ (антитела к рецепторам ТТГ),32 руб. 67 коп.,
223,invitro.by,,Паратиреоидный гормон (Паратгормон),30 руб. 81 коп.,
224,invitro.by,,Кальцитонин,21 руб. 35 коп.,
225,invitro.by,,Фолликулостимулирующий гормон (ФСГ),19 руб. 38 коп.,
226,invitro.by,,Лютеинизирующий гормон (ЛГ),20 руб. 92 коп.,
227,invitro.by,,Пролактин,17 руб. 44 коп.,
228,invitro.by,,Макропролактин (Macroprolactin),11 руб. 47 коп.,
229,invitro.by,,Эстрадиол,19 руб. 82 коп.,
230,invitro.by,,Прогестерон,20 руб. 00 коп.,
231,invitro.by,,Тестостерон,20 руб. 22 коп.,
232,invitro.by,,Дегидроэпиандростерон-сульфат (ДЭА-S04),19 руб. 92 коп.,
233,invitro.by,,"Глобулин, связывающий половые гормоны (ГСПГ)",22 руб. 38 коп.,
234,invitro.by,,17-ОН прогестерон (17-ОП),11 руб. 64 коп.,
235,invitro.by,,Свободный тестостерон,12 руб. 47 коп.,
236,invitro.by,,Андростендион,15 руб. 23 коп.,
237,invitro.by,,Анти-Мюллеров гормон,51 руб. 38 коп.,
238,invitro.by,,Ингибин В,43 руб. 38 коп.,
239,invitro.by,,Хорионический гонадотропин человека (ХГЧ),16 руб. 52 коп.,
240,invitro.by,,Свободный эстриол (Е3),17 руб. 45 коп.,
241,invitro.by,,PAPP-A (Ассоциированный с беременностью протеин-А плазмы),43 руб. 38 коп.,
242,invitro.by,,Свободная b-субъединица хорионического гонадотропина человека (свободный b-ХГЧ),31 руб. 76 коп.,
243,invitro.by,,Плацентарный лактоген,25 руб. 89 коп.,
244,invitro.by,,Маркеры риска преэклампсии,233 руб. 27 коп.,
245,invitro.by,,Плацентарный фактор роста,120 руб. 12 коп.,
246,invitro.by,,sFlt-1,115 руб. 51 коп.,
247,invitro.by,,С-Пептид,29 руб. 47 коп.,
248,invitro.by,,Инсулин,24 руб. 39 коп.,
249,invitro.by,,Оценка инсулинорезистентности (HOMA- IR),26 руб. 97 коп.,
250,invitro.by,,"Метанефрины фракционированные (свободные и конъюгированные), 24-часовая моча (Metanephrines fractionated, free and conjugated , 24-h urine)",66 руб. 03 коп.,
251,invitro.by,,"Катехоламины в плазме (адреналин, норадреналин, дофамин)",69 руб. 94 коп.,
252,invitro.by,,Метанефрин в плазме,32 руб. 41 коп.,
253,invitro.by,,"Метаболиты катехоламинов и серотонина, суточная моча: ванилилминдалевая кислота (ВМК), гомованилиновая кислота (ГВК), 5-гидроксииндолуксусная кислота",75 руб. 97 коп.,
254,invitro.by,,Альдостерон (кровь),29 руб. 86 коп.,
255,invitro.by,,Ренин (Ренин плазмы - прямое определение),34 руб. 37 коп.,
256,invitro.by,,Альдостерон-рениновое соотношение,64 руб. 23 коп.,
257,invitro.by,,Лептин,34 руб. 80 коп.,
258,invitro.by,,Гастрин-17 (стимулированный),89 руб. 98 коп.,
259,invitro.by,,Гастрин,52 руб. 62 коп.,
260,invitro.by,,Эритропоэтин (Erythropoetin),58 руб. 42 коп.,
261,invitro.by,,Нефрины в плазме крови,73 руб. 81 коп.,
262,invitro.by,,"Серотонин сыворотки крови (Serotonin, serum)",48 руб. 38 коп.,
263,invitro.by,,"Гистамин плазмы (Histamine, plasma)",70 руб. 40 коп.,
264,invitro.by,,"Мелатонин, плазма (Melatonin, plasma)",98 руб. 43 коп.,
265,invitro.by,,Дигидротестостерон,36 руб. 70 коп.,
266,invitro.by,,"ФНО (Фактор некроза опухоли, Tumor necrosis factor alpha, TNFalpha, саchectin)",59 руб. 99 коп.,
267,invitro.by,,"Антитела класса IgG к внутреннему фактору Кастла (Anti-Intrinsic Factor, IFAb, Intrinsic Factor Antibodies, IgG",55 руб. 92 коп.,
268,invitro.by,,"Антитела к париетальным клеткам желудка, IgG (Parietal Cell Antibodies, PCA, Ig G)",45 руб. 48 коп.,
269,invitro.by,,"Активированные лимфоциты (CD3+HLA-DR+, CD3-HLA DR+)",34 руб. 07 коп.,
270,invitro.by,,"Фенотипирование лимфоцитов (основные субпопуляции) - CD3, CD4, CD8, CD19, CD16,56",67 руб. 53 коп.,
271,invitro.by,,Иммуноглобулины класса A (IgA),5 руб. 91 коп.,
272,invitro.by,,Иммуноглобулины класса М (IgM),5 руб. 14 коп.,
273,invitro.by,,Иммуноглобулины класса G (IgG),5 руб. 37 коп.,
274,invitro.by,,"Подклассы иммуноглобулина G: IgG1, IgG2, IgG3, IgG4 (Subclasses of immunoglobulin G: IgG1, IgG2, IgG3, IgG4)",274 руб. 14 коп.,
275,invitro.by,,"Циркулирующие иммунные комплексы (ЦИК, Circulating Immune Complex)",28 руб. 73 коп.,
276,invitro.by,,"Ингибитор С1-эстеразы, концентрация (C1-Esterase Inhibitor, С1-INH, level)",78 руб. 74 коп.,
277,invitro.by,,С4 компонент комплемента,9 руб. 24 коп.,
278,invitro.by,,С3 компонент комплемента,9 руб. 24 коп.,
279,invitro.by,,"Компоненты системы комплемента С3, С4",17 руб. 72 коп.,
280,invitro.by,,ФНО (Фактор некроза опухоли),59 руб. 99 коп.,
281,invitro.by,,"Интерлейкин-10 (ИЛ-10) (Interleukin 10, IL-10)",69 руб. 94 коп.,
282,invitro.by,,"Интерлейкин-8 (ИЛ-8) (Interleukin 8, IL-8)",69 руб. 94 коп.,
283,invitro.by,,"Интерлейкин-6 (ИЛ-6) (Interleukin 6, IL-6)",69 руб. 94 коп.,
284,invitro.by,,Атопическая панель PROTIA Allerqy-Q,238 руб. 57 коп.,
285,invitro.by,,Респираторная панель PROTIA Allerqy-Q,287 руб. 21 коп.,
286,invitro.by,,"Аллергочип ALEX2 (Allergy Explorer 2), до 300 аллерготестов",623 руб. 91 коп.,
287,invitro.by,,IgE общий (Иммуноглобулин Е общий),19 руб. 92 коп.,
288,invitro.by,,"Фундук, IgE (Hazelnut, IgE, F17)",26 руб. 46 коп.,
289,invitro.by,,"Томаты, IgE (Tomato, IgE, F25)",21 руб. 62 коп.,
290,invitro.by,,"Соевые бобы, IgE (Soybean, IgE, F14)",26 руб. 46 коп.,
291,invitro.by,,"Сельдерей, IgE (Celery, IgE, F85)",33 руб. 43 коп.,
292,invitro.by,,"Пшеничная мука, IgE (Wheat, IgE, F4)",24 руб. 02 коп.,
293,invitro.by,,"Просо, IgE (Common Millet, IgE, F55)",21 руб. 79 коп.,
294,invitro.by,,"Морковь, IgE (Carrot, IgE, F31)",26 руб. 46 коп.,
295,invitro.by,,"Манго, IgE (Mango, IgE, F91)",33 руб. 43 коп.,
296,invitro.by,,"Лимон, IgE (Lemon, IgE, F208)",33 руб. 77 коп.,
297,invitro.by,,"Креветки, IgE (Shrimp, IgE, F24)",26 руб. 46 коп.,
298,invitro.by,,"Крабы, IgE (Crab, IgE, F23)",33 руб. 50 коп.,
299,invitro.by,,"Картофель, IgE (Potato, IgE, F35)",32 руб. 90 коп.,
300,invitro.by,,"Грейпфрут, IgE (Grapefruit, IgE, F209)",32 руб. 50 коп.,
301,invitro.by,,"Бета-лактоглобулин, IgE (Beta Lactoglobulin, IgE, F77)",24 руб. 82 коп.,
302,invitro.by,,"Баранина, IgE (Lamb, IgE, F88)",40 руб. 57 коп.,
303,invitro.by,,"Банан, IgE (Banana, IgE, F92)",33 руб. 77 коп.,
304,invitro.by,,"Арахис, IgE (Peanut, IgE, F13)",24 руб. 62 коп.,
305,invitro.by,,"Апельсин, IgE (Orange, IgE, F33)",22 руб. 26 коп.,
306,invitro.by,,"Ананас, IgE (Pineapple, IgE, F210)",36 руб. 04 коп.,
307,invitro.by,,"Волнистый попугай, перо, IgE (Budgerigar Feathers, IgE, Е78)",33 руб. 63 коп.,
308,invitro.by,,"Морская свинка, эпителий, IgE (Guinea Pig Epithelium, IgE, Е6)",33 руб. 30 коп.,
