,source,chapter,analysis_name,analysis_cost,analysis_comment
19,diaglab.by,https://diaglab.by/biochemical-test/, Определение С-реактивного белка в сыворотке крови,4.18 руб.,"('Артикул: 1037', 'https://diaglab.by/c-reactive-protein/', '1 рабочий день (не включая день взятия биоматериала) ')"
20,diaglab.by,https://diaglab.by/biochemical-test/, Определение прямого билирубина в сыворотке крови,1.86 руб.,"('Артикул: 1004', 'https://diaglab.by/bilirubin-direct/', '1 рабочий день (не включая день взятия биоматериала) ')"
21,diaglab.by,https://diaglab.by/biochemical-test/, Определение гамма-глутаматтрансферазы в сыворотке крови,1.50 руб.,"('Артикул: 1014', 'https://diaglab.by/ggt/', '1 рабочий день (не включая день взятия биоматериала) ')"
22,diaglab.by,https://diaglab.by/biochemical-test/, Определение мочевой кислоты в сыворотке крови,2.04 руб.,"('Артикул: 1007', 'https://diaglab.by/uric-acid/', '1 рабочий день (не включая день взятия биоматериала) ')"
23,diaglab.by,https://diaglab.by/biochemical-test/, Определение альбумина в сыворотке крови,2.04 руб.,"('Артикул: 1002', 'https://diaglab.by/albumin/', '1 рабочий день (не включая день взятия биоматериала) ')"
24,diaglab.by,https://diaglab.by/biochemical-test/, Определение Креатинфосфокиназы в сыворотке крови,3.01 руб.,"('Артикул: 1017', 'https://diaglab.by/creatine-phosphokinase/', '1 рабочий день (не включая день взятия биоматериала) ')"
25,diaglab.by,https://diaglab.by/biochemical-test/, Определение лактатдегидрогеназы в сыворотке крови,2.85 руб.,"('Артикул: 1015', 'https://diaglab.by/ldh/', '1 рабочий день (не включая день взятия биоматериала) ')"
26,diaglab.by,https://diaglab.by/biochemical-test/, Определение трансферрина в сыворотке крови,6.94 руб.,"('Артикул: 1034', 'https://diaglab.by/transferrin/', '1 рабочий день (не включая день взятия биоматериала) ')"
27,diaglab.by,https://diaglab.by/biochemical-test/, Определение инсулина в сыворотке крови,12.97 руб.,"('Артикул: 3032', 'https://diaglab.by/insulin/', '1 рабочий день (не включая день взятия биоматериала) ')"
28,diaglab.by,https://diaglab.by/biochemical-test/, Определение гликированного гемоглобина,20.72 руб.,"('Артикул: 1035', 'https://diaglab.by/hba1c/', '1 рабочий день (не включая день взятия биоматериала) ')"
29,diaglab.by,https://diaglab.by/biochemical-test/, Определение ревматоидного фактора в сыворотке крови,9.51 руб.,"('Артикул: 1038', 'https://diaglab.by/rheumatoid-factor/', '1 рабочий день (не включая день взятия биоматериала) ')"
30,diaglab.by,https://diaglab.by/biochemical-test/, Определение амилазы панкреатической в сыворотке крови,4.07 руб.,"('Артикул: 1012', 'https://diaglab.by/pancreatic-amylase/', '1 рабочий день (не включая день взятия биоматериала) ')"
31,diaglab.by,https://diaglab.by/biochemical-test/, Определение антистрептолизина в сыворотке крови,4.25 руб.,"('Артикул: 1036', 'https://diaglab.by/antistreptolysin-o/', '1 рабочий день (не включая день взятия биоматериала) ')"
32,diaglab.by,https://diaglab.by/biochemical-test/, Индекс инсулинорезистентности (HOMA- IR),0.00 руб.,"('Артикул: 2004', 'https://diaglab.by/homa-ir/', '1 рабочий день (не включая день взятия биоматериала) ')"
33,diaglab.by,https://diaglab.by/biochemical-test/, Определение гомоцистеина в сыворотке крови,39.29 руб.,"('Артикул: 1053', 'https://diaglab.by/homocysteine/', '1 рабочий день (не включая день взятия биоматериала) ')"
34,diaglab.by,https://diaglab.by/biochemical-test/, Определение липазы в сыворотке крови,2.89 руб.,"('Артикул: 1019', 'https://diaglab.by/lipase/', '1 рабочий день (не включая день взятия биоматериала) ')"
35,diaglab.by,https://diaglab.by/biochemical-test/," Определение кальция ионизированного (Ca2+, ionized Calcium) в сыворотке крови",8.91 руб.,"('Артикул: 8039-165', 'https://diaglab.by/ionized-calcium/', '2 рабочих дня (не включая день взятия биоматериала) ')"
36,diaglab.by,https://diaglab.by/biochemical-test/, Определение С-пептида в сыворотке крови,29.47 руб.,"('Артикул: 3033-148', 'https://diaglab.by/c-peptid/', '2 рабочих дня (не включая день взятия биоматериала) ')"
37,diaglab.by,https://diaglab.by/biochemical-test/," Латентная (ненасыщенная) железосвязывающая способность (ЛЖСС, НЖСС)",5.40 руб.,"('Артикул: 1055', 'https://diaglab.by/uibc-2/', '1 рабочий день (не включая день взятия биоматериала) ')"
38,diaglab.by,https://diaglab.by/biochemical-test/, Определение Аполипопротеина В в сыворотке крови,5.74 руб.,"('Артикул: 1026-220', 'https://diaglab.by/apolipoprotein-b/', '2 рабочих дня (не включая день взятия биоматериала) ')"
39,diaglab.by,https://diaglab.by/biochemical-test/, Определение Аполипопротеина А1 в сыворотке крови,6.67 руб.,"('Артикул: 1025-219', 'https://diaglab.by/apolipoprotein-a1/', '2 рабочих дня (не включая день взятия биоматериала) ')"
40,diaglab.by,https://diaglab.by/biochemical-test/, Определение креатинфосфокиназы-МБ в сыворотке крови,5.69 руб.,"('Артикул: 1018', 'https://diaglab.by/kfk-mb/', '1 рабочий день (не включая день взятия биоматериала) ')"
41,diaglab.by,https://diaglab.by/biochemical-test/, Определение лептина в сыворотке крови,34.80 руб.,"('Артикул: 8081-175', 'https://diaglab.by/leptin/', '5 рабочих дней (не включая день взятия биоматериала) ')"
42,diaglab.by,https://diaglab.by/biochemical-test/, Определение Кальцитонина (Calcitonin) в сыворотке крови,21.35 руб.,"('Артикул: 8075-171', 'https://diaglab.by/kalcitonin/', '5 рабочих дней (не включая день взятия биоматериала) ')"
43,diaglab.by,https://diaglab.by/biochemical-test/," Определение Белковых фракций, электрофорез сыворотки крови (Serum Protein Electrophoresis, SPE)",8.91 руб.,"('Артикул: 8066-29', 'https://diaglab.by/belkovye-frakcii-elektroforez/', '2 рабочих дня (не включая день взятия биоматериала) ')"
44,diaglab.by,https://diaglab.by/biochemical-test/, Определение холинэстеразы в сыворотке крови,3.60 руб.,"('Артикул: 1020-34', 'https://diaglab.by/cholinesterase/', '2 рабочих дня (не включая день взятия биоматериала) ')"
45,diaglab.by,https://diaglab.by/biochemical-test/," Определение остеокальцина (Костный Gla белок) (Оsteocalcin, Bone Gla Protein, BGP) в сыворотке крови",34.87 руб.,"('Артикул: 8061-146', 'https://diaglab.by/osteokalcin/', '2 рабочих дня (не включая день взятия биоматериала) ')"
46,diaglab.by,https://diaglab.by/biochemical-test/," Определение пепсиногенов I и II с расчетом соотношения (пепсиноген I/пепсиноген II) (Pepsinogen I/Pepsinogen II, PG1/PG2) в сыворотке крови",58.00 руб.,"('Артикул: 8108-2111', 'https://diaglab.by/pepsinogeny-raschet/', '9 рабочих дней (не включая день взятия биоматериала) ')"
47,diaglab.by,https://diaglab.by/biochemical-test/, Определение гастрина (Gastrin) в сыворотке крови,52.62 руб.,"('Артикул: 8105-216', 'https://diaglab.by/gastrin/', '5 рабочих дней (не включая день взятия биоматериала) ')"
48,diaglab.by,https://diaglab.by/biochemical-test/, Определение церулоплазмина (Ceruloplasmin) в сыворотке крови,18.15 руб.,"('Артикул: 8062-840', 'https://diaglab.by/ceruloplazmin/', '2 рабочих дня (не включая день взятия биоматериала) ')"
49,diaglab.by,https://diaglab.by/biochemical-test/, Определение пепсиногена II (Pepsinogen II) в сыворотке крови,29.00 руб.,"('Артикул: 8107-295', 'https://diaglab.by/pepsinogen-ii/', '9 рабочих дней (не включая день взятия биоматериала) ')"
50,diaglab.by,https://diaglab.by/biochemical-test/, Определение Пепсиногена I (Pepsinogen I) в сыворотке крови,29.00 руб.,"('Артикул: 8106-294', 'https://diaglab.by/pepsinogen-i/', '9 рабочих дней (не включая день взятия биоматериала) ')"
51,diaglab.by,https://diaglab.by/biochemical-test/," Определение натрийуретического гормона (В-типа) N-концевой пропептид (NT-proBNP, N-Terminal Pro-brain Natriuretic Peptide, Pro-B-Type Natriuretic Peptide) в сыворотке крови",48.51 руб.,"('Артикул: 8063-1631', 'https://diaglab.by/natrijureticheski-gormon/', '2 рабочих дня (не включая день взятия биоматериала) ')"
52,diaglab.by,https://diaglab.by/biochemical-test/, ,132.03 руб.,"('Артикул: 8192-1616', 'https://diaglab.by/vitamin-d2-d3/', '6 рабочих дней (не включая день взятия биоматериала) ')"
53,diaglab.by,https://diaglab.by/biochemical-test/, Определение Ингибина В (inhibin B) в сыворотке крови,43.38 руб.,"('Артикул: 8082-1145', 'https://diaglab.by/inhibin-b/', '8 рабочих дней (не включая день взятия биоматериала) ')"
54,diaglab.by,https://diaglab.by/biochemical-test/," Определение Плацентарного лактогена (Human placental lactogen, HPL) в сыворотке крови",25.89 руб.,"('Артикул: 8080-207', 'https://diaglab.by/placentarnyj-laktogen/', '13 рабочих дней (не включая день взятия биоматериала) ')"
55,diaglab.by,https://diaglab.by/biochemical-test/," Определение Свободной b-субъединицы хорионического гонадотропина человека (свободный b-ХГЧ, free b-HCG) в сыворотке крови",31.76 руб.,"('Артикул: 8078-189', 'https://diaglab.by/b-subedinica-hgch/', '2 рабочих дня (не включая день взятия биоматериала) ')"
56,diaglab.by,https://diaglab.by/biochemical-test/," Определение PAPP-A (Ассоциированного с беременностью протеина-А плазмы, Pregnancy-associated) в сыворотке крови",43.38 руб.,"('Артикул: 8077-161', 'https://diaglab.by/protein-pregnancy-associated/', '2 рабочих дня (не включая день взятия биоматериала) ')"
57,diaglab.by,https://diaglab.by/biochemical-test/," Определение Свободного эстриола (Estriol Free, Е3) в сыворотке крови",17.45 руб.,"('Артикул: 8076-134', 'https://diaglab.by/estriol-free/', '2 рабочих дня (не включая день взятия биоматериала) ')"
58,diaglab.by,https://diaglab.by/biochemical-test/," Определение соматотропного гормона (соматотропин, СТГ, Growth Hormone, GH) в сыворотке крови",27.43 руб.,"('Артикул: 8074-99', 'https://diaglab.by/somatotropnyj-gormon/', '2 рабочих дня (не включая день взятия биоматериала) ')"
59,diaglab.by,https://diaglab.by/biochemical-test/," Определение P1NP маркёра формирования костного матрикса (N-терминальный пропептид проколлагена 1 типа, Total P1NP) в сыворотке крови",37.64 руб.,"('Артикул: 8065-204', 'https://diaglab.by/p1np-matriks/', '2 рабочих дня (не включая день взятия биоматериала) ')"
60,diaglab.by,https://diaglab.by/biochemical-test/, Определение Фруктозамина (Fructosamine) в сыворотке крови,25.06 руб.,"('Артикул: 8161-17', 'https://diaglab.by/fruktozamin/', '4 рабочих дня (не включая день взятия биоматериала) ')"
61,diaglab.by,https://diaglab.by/biochemical-test/," Определение М-градиента, типирование. Электрофорез сыворотки крови и иммунофиксация с панелью антисывороток (IgG/A/M/каппа/лямбда) c количественной оценкой М-градиента",92.72 руб.,"('Артикул: 8068-4051', 'https://diaglab.by/m-gradient-tipirovanie/', '12 рабочих дней (не включая день взятия биоматериала) ')"
62,diaglab.by,https://diaglab.by/biochemical-test/," Определение М-градиента, скрининг. Электрофорез сыворотки и иммунофиксация с поливалентной антисывороткой и количественной оценкой М-градиента",47.41 руб.,"('Артикул: 8067-4050', 'https://diaglab.by/m-gradient-skrining/', '12 рабочих дней (не включая день взятия биоматериала) ')"
63,diaglab.by,https://diaglab.by/biochemical-test/," Определение Клубочковой фильтрации, расчет по формуле CKD-EPI – цистатин С (Estimated Glomerular Filtration Rate, eGFR, CKD-EPI Сystatin C Equation)",40.04 руб.,"('Артикул: 8060-1526', 'https://diaglab.by/klubochkovaya-filtraciya-ckd-epi/', '2 рабочих дня (не включая день взятия биоматериала) ')"
64,diaglab.by,https://diaglab.by/biochemical-test/, Определение Омега-3 индекса (Omega-3 Index),126.79 руб.,"('Артикул: 8040-1581', 'https://diaglab.by/omega-3-indeks-omega-3-index/', '6 рабочих дней (не включая день взятия биоматериала) ')"
65,diaglab.by,https://diaglab.by/biochemical-test/," Определение Инсулиноподобного фактора роста, соматомедин-С (IGF-I) в сыворотке крови",27.39 руб.,"('Артикул: 4047-174', 'https://diaglab.by/insulinopodobnyj-faktor-rosta/', '2 рабочих дня (не включая день взятия биоматериала) ')"
66,diaglab.by,https://diaglab.by/immunology/," Определение активированных лимфоцитов (CD3+HLA-DR+, CD3-HLA DR+) в сыворотке крови",34.07 руб.,"('Артикул: 8143-1311', 'https://diaglab.by/aktivirovannye-limfocity/', '3 рабочих дня (не включая день взятия биоматериала) ')"
67,diaglab.by,https://diaglab.by/immunology/," Определение циркулирующих иммунных комплексов (ЦИК, Circulating Immune Complex) в сыворотке крови",28.73 руб.,"('Артикул: 8151-1235', 'https://diaglab.by/cik/', '5 рабочих дней (не включая день взятия биоматериала) ')"
68,diaglab.by,https://diaglab.by/immunology/," Определение Эозинофильного катионнго белка (Eosinophil Cationic Protein, ECP) в сыворотке крови",19.22 руб.,"('Артикул: 8138-948', 'https://diaglab.by/eozinofilnyj-kationnyj-belok/', '8 рабочих дней (не включая день взятия биоматериала) ')"
69,diaglab.by,https://diaglab.by/immunology/," Фенотипирование лимфоцитов (основные субпопуляции) — CD3, CD4, CD8, CD19, CD16,56 в сыворотке крови",67.53 руб.,"('Артикул: 8142-4192', 'https://diaglab.by/fenotipirovanie/', '3 рабочих дня (не включая день взятия биоматериала) ')"
70,diaglab.by,https://diaglab.by/immunology/," Определение Интерлейкина-10 (ИЛ-10) (Interleukin 10, IL-10) в сыворотке крови",69.94 руб.,"('Артикул: 8141-213', 'https://diaglab.by/interlejkin-10/', '7 рабочих дней (не включая день взятия биоматериала) ')"
71,diaglab.by,https://diaglab.by/immunology/," Определение Интерлейкина-8 (ИЛ-8) (Interleukin 8, IL-8) в сыворотке крови",69.94 руб.,"('Артикул: 8140-212', 'https://diaglab.by/interlejkin-8/', '7 рабочих дней (не включая день взятия биоматериала) ')"
72,diaglab.by,https://diaglab.by/immunology/," Определение Интерлейкина-6 (ИЛ-6) (Interleukin 6, IL-6) в сыворотке крови",69.94 руб.,"('Артикул: 8139-211', 'https://diaglab.by/interlejkin-6/', '2 рабочих дня (не включая день взятия биоматериала) ')"
73,diaglab.by,https://diaglab.by/immunology/," Определение Компонентов системы комплемента С3, С4 (Complement components C3, C4) в сыворотке крови",17.72 руб.,"('Артикул: 8137-193', 'https://diaglab.by/komponenty-sistemy-komplementa/', '2 рабочих дня (не включая день взятия биоматериала) ')"
74,diaglab.by,https://diaglab.by/vitaminy/, Определение Витамина Д общего в сыворотке крови,21.73 руб.,"('Артикул: 3046', 'https://diaglab.by/vitamin-d/', '1 рабочий день (не включая день взятия биоматериала) ')"
75,diaglab.by,https://diaglab.by/vitaminy/, Определение витамина В12 в сыворотке крови,18.17 руб.,"('Артикул: 3031', 'https://diaglab.by/vitamin-b12/', '1 рабочий день (не включая день взятия биоматериала) ')"
76,diaglab.by,https://diaglab.by/vitaminy/, Определение Фолиевой кислоты в сыворотке крови,17.92 руб.,"('Артикул: 3030', 'https://diaglab.by/folate/', '1 рабочий день (не включая день взятия биоматериала) ')"
77,diaglab.by,https://diaglab.by/vitaminy/, ,132.03 руб.,"('Артикул: 8192-1616', 'https://diaglab.by/vitamin-d2-d3/', '6 рабочих дней (не включая день взятия биоматериала) ')"
78,diaglab.by,https://diaglab.by/gormonal-test/, Определение Тиреотропного гормонав сыворотке крови,6.95 руб.,"('Артикул: 3005', 'https://diaglab.by/tireotropnyj-gormon/', '1 рабочий день (не включая день взятия биоматериала) ')"
79,diaglab.by,https://diaglab.by/gormonal-test/, Определение тироксина свободного в сыворотке крови,7.29 руб.,"('Артикул: 3003', 'https://diaglab.by/t4-free/', '1 рабочий день (не включая день взятия биоматериала) ')"
80,diaglab.by,https://diaglab.by/gormonal-test/, Определение антител к пероксидазе щитовидной железы в сыворотке крови,11.96 руб.,"('Артикул: 3008', 'https://diaglab.by/antitela-k-peroksidaze/', '1 рабочий день (не включая день взятия биоматериала) ')"
81,diaglab.by,https://diaglab.by/gormonal-test/, Определение пролактина в сыворотке крови,11.82 руб.,"('Артикул: 3014', 'https://diaglab.by/prolactin/', '1 рабочий день (не включая день взятия биоматериала) ')"
82,diaglab.by,https://diaglab.by/gormonal-test/, Определение тестостерона общего в сыворотке крови,14.89 руб.,"('Артикул: 3016', 'https://diaglab.by/testosteron-total/', '1 рабочий день (не включая день взятия биоматериала) ')"
83,diaglab.by,https://diaglab.by/gormonal-test/, Определение фоликулостимулирующего гормона в сыворотке крови,18.32 руб.,"('Артикул: 3010', 'https://diaglab.by/fsh/', '1 рабочий день (не включая день взятия биоматериала) ')"
84,diaglab.by,https://diaglab.by/gormonal-test/, Определение лютеинизирующего гормона в сыворотке крови,17.33 руб.,"('Артикул: 3011', 'https://diaglab.by/lh/', '1 рабочий день (не включая день взятия биоматериала) ')"
85,diaglab.by,https://diaglab.by/gormonal-test/, Определение эстрадиола в сыворотке крови,15.25 руб.,"('Артикул: 3012', 'https://diaglab.by/estradiol/', '1 рабочий день (не включая день взятия биоматериала) ')"
86,diaglab.by,https://diaglab.by/gormonal-test/, Определение трийодтиронина свободного в сыворотке крови,6.91 руб.,"('Артикул: 3001', 'https://diaglab.by/t3-free/', '1 рабочий день (не включая день взятия биоматериала) ')"
87,diaglab.by,https://diaglab.by/gormonal-test/, Определение дегидроэпиандростерон-сульфата в сыворотке крови,13.77 руб.,"('Артикул: 3019', 'https://diaglab.by/dgea-s/', '1 рабочий день (не включая день взятия биоматериала) ')"
88,diaglab.by,https://diaglab.by/gormonal-test/, Определение кортизола в сыворотке крови,13.58 руб.,"('Артикул: 3018', 'https://diaglab.by/cortisol/', '1 рабочий день (не включая день взятия биоматериала) ')"
89,diaglab.by,https://diaglab.by/gormonal-test/, Определение 17-альфа-оксипрогестерона (17-OH-Progesteron) в сыворотке крови,11.64 руб.,"('Артикул: 4036-154', 'https://diaglab.by/17-oh-progesteron/', '4 рабочих дня (не включая день взятия биоматериала) ')"
90,diaglab.by,https://diaglab.by/gormonal-test/," Определение тестостерона свободного (Free Testosteron, FT) в сыворотке крови",12.47 руб.,"('Артикул: 4034-169', 'https://diaglab.by/testosteron-free/', '9 рабочих дней (не включая день взятия биоматериала) ')"
91,diaglab.by,https://diaglab.by/gormonal-test/, Определение Антимюллерова гормона в сыворотке крови,51.38 руб.,"('Артикул: 3017-1144', 'https://diaglab.by/amh/', '8 рабочих дней (не включая день взятия биоматериала) ')"
92,diaglab.by,https://diaglab.by/gormonal-test/, Определение прогестерона в сыворотке крови,17.15 руб.,"('Артикул: 3013', 'https://diaglab.by/progesteron/', '1 рабочий день (не включая день взятия биоматериала) ')"
93,diaglab.by,https://diaglab.by/gormonal-test/, Определение Антител к Тиреоглобулину в сыворотке крови,17.58 руб.,"('Артикул: 3007', 'https://diaglab.by/antitela-k-tireoglobulinu/', '1 рабочий день (не включая день взятия биоматериала) ')"
94,diaglab.by,https://diaglab.by/gormonal-test/, Определение секс-связывающего глобулинав сыворотке крови,22.38 руб.,"('Артикул: 3015-149', 'https://diaglab.by/shbg/', '2 рабочих дня (не включая день взятия биоматериала) ')"
95,diaglab.by,https://diaglab.by/gormonal-test/, Определение хорионического гонадотропина в сыворотке крови,11.98 руб.,"('Артикул: 3034', 'https://diaglab.by/horionicheskij-gonadotropin/', '1 рабочий день (не включая день взятия биоматериала) ')"
96,diaglab.by,https://diaglab.by/gormonal-test/, Определение Трийодтиронина общего в сыворотке крови,8.22 руб.,"('Артикул: 3002', 'https://diaglab.by/t3-total/', '1 рабочий день (не включая день взятия биоматериала) ')"
97,diaglab.by,https://diaglab.by/gormonal-test/, Определение тироксина общего в сыворотке крови,12.03 руб.,"('Артикул: 3004-54', 'https://diaglab.by/t4/', '2 рабочих дня (не включая день взятия биоматериала) ')"
98,diaglab.by,https://diaglab.by/gormonal-test/, Определение тиреоглобулина в сыворотке крови,12.72 руб.,"('Артикул: 3006', 'https://diaglab.by/tireoglobulin/', '1 рабочий день (не включая день взятия биоматериала) ')"
99,diaglab.by,https://diaglab.by/gormonal-test/, Определение паратгормона в сыворотке крови,30.81 руб.,"('Артикул: 3047-102', 'https://diaglab.by/paratgormon/', '2 рабочих дня (не включая день взятия биоматериала) ')"
100,diaglab.by,https://diaglab.by/gormonal-test/, Определение Антител к рецептору ТТГ в сыворотке крови,32.67 руб.,"('Артикул: 3009-199', 'https://diaglab.by/antitela-k-receptoram-ttg/', '8 рабочих дней (не включая день взятия биоматериала) ')"
101,diaglab.by,https://diaglab.by/gormonal-test/, Определение Адренокортикотропного гормона в сыворотке крови,36.77 руб.,"('Артикул: 3042-100', 'https://diaglab.by/acth/', '3 рабочих дня (не включая день взятия биоматериала) ')"
102,diaglab.by,https://diaglab.by/gormonal-test/, Определение Андростендиона (Androstendion) в сыворотке крови,15.23 руб.,"('Артикул: 4035-195', 'https://diaglab.by/androstendion/', '5 рабочих дней (не включая день взятия биоматериала) ')"
103,diaglab.by,https://diaglab.by/gormonal-test/, Определение Альдостерона (Aldosterone) в сыворотке крови,29.86 руб.,"('Артикул: 4037-205', 'https://diaglab.by/aldosterone/', '2 рабочих дней (не включая день взятия биоматериала) ')"
104,diaglab.by,https://diaglab.by/gematology/, Общий анализ крови (CBC + 5 Diff) (с дифференцировкой лейкоцитов),10.91 руб.,"('Артикул: 5002-15017', 'https://diaglab.by/obshhij-analiz-krovi-cbc-5-diff/', '2 рабочих дня (не включая день взятия биоматериала) ')"
105,diaglab.by,https://diaglab.by/gematology/, Скорость оседания эритроцитов (СОЭ),0.28 руб.,"('Артикул: 5004', 'https://diaglab.by/soe/', '1 рабочий день (не включая день взятия биоматериала) ')"
106,diaglab.by,https://diaglab.by/gematology/, Общий анализ крови (CBC) (без дифференцировки лейкоцитов),7.21 руб.,"('Артикул: 5001', 'https://diaglab.by/obshhij-analiz-krovi/', '1 рабочий день (не включая день взятия биоматериала) ')"
107,diaglab.by,https://diaglab.by/gematology/, Мануальный подсчет лейкоцитарной формулы развернутый,2.16 руб.,"('Артикул: 5003', 'https://diaglab.by/manual-podschet-formul/', '1 рабочий день (не включая день взятия биоматериала) ')"
108,diaglab.by,https://diaglab.by/gematology/, Определение ретикулоцитов (Reticulocytes) в сыворотке крови,4.70 руб.,"('Артикул: 5005-150', 'https://diaglab.by/retikulocity/', '2 рабочих дня (не включая день взятия биоматериала) ')"
109,diaglab.by,https://diaglab.by/autoimmune-diseases/," Антитела класса IgG к деамидированным пептидам глиадина (Anti-Deaminated Gliadin Peptide, Anti-DGP, IgG)",25.86 руб.,"('Артикул: 4044-270', 'https://diaglab.by/anti-gliadin-igg/', '6 рабочих дней (не включая день взятия биоматериала) ')"
110,diaglab.by,https://diaglab.by/autoimmune-diseases/, Тканевая трансгютаминаза Антитела Ig A (Anti-transglutaminase Ig A),23.29 руб.,"('Артикул: 4042-1282', 'https://diaglab.by/anti-transglutaminase-iga/', '6 рабочих дней (не включая день взятия биоматериала) ')"
111,diaglab.by,https://diaglab.by/autoimmune-diseases/, Определение Антител к циклическому цитрулиновому пептиду в сыворотке крови,51.22 руб.,"('Артикул: 3043-1204', 'https://diaglab.by/anti-ccp/', '2 рабочих дня (не включая день взятия биоматериала) ')"
112,diaglab.by,https://diaglab.by/autoimmune-diseases/," Антитела класса IgА к деамидированным пептидам глиадина (Anti-Deaminated Gliadin Peptide, Anti-DGP, IgA)",25.83 руб.,"('Артикул: 4045-271', 'https://diaglab.by/anti-gliadin-iga/', '5 рабочих дней (не включая день взятия биоматериала) ')"
113,diaglab.by,https://diaglab.by/autoimmune-diseases/, Тканевая трансгютаминаза Антитела Ig G (Anti-transglutaminase Ig G),23.69 руб.,"('Артикул: 4043-1283', 'https://diaglab.by/anti-transglutaminase-igg/', '6 рабочих дней (не включая день взятия биоматериала) ')"
