,analysis_name,best_match_synonym,best_match_analysis,match_score,IoU
30,материалы для биопсии новообразований (косметология),,,0.27680161680235843,0.07142857142857142
31,первичный прием больных с иппп,,,0.0,0.0
32,повторный  прием больных с иппп,,,0.0,0.0
33,бак.пос. м. культуральное исследование отделяемого мочеполовых органов на гонококковую инфекцию при отсутствии микроорганизмов,,,1.0107557651628327,0.14285714285714285
34,бак.пос м  кон. культуральное исследование отделяемого мочеполовых органов на гонококковую инфекцию с идентификацией до вида классическим методом,,,1.0107557651628327,0.12
35,м. микроскопич-кое исслед. отделя-го мочепол. органов метиленовым синим,,,0.6864617947180757,0.0
36,м. микроскопическое исслед. отделя-го мочепол. органов   по грамму,,,0.6864617947180757,0.0
37,микоплазма ies мужской,,,0.4717356640551147,0.0
38,чувствительность  к антибиот. автоматиз. сис. мужской,,,0.0,0.0
39,чувствительность к антибиот. ручным методом. мужской,,,0.28650133999316696,0.0
40,комплект 1 мужской,,,0.0,0.0
41,комплект 2 мужской,,,0.0,0.0
42,взятие материала для исследования методом пцр (мужское),,,0.5649926591527447,0.06666666666666667
43,прием и регистрация проб,,,0.0,0.0
44,первичная обработка биологического материала,,,0.3878216070348006,0.07142857142857142
45,выделение днк из иного биологического материала ручным способом сорбентный метод,,,0.5512444794261087,0.1
46,выявления  сhlamydia trachomatis методом пцр качественное определение,,,0.6740761192671725,0.07142857142857142
47,"выявления  hsv i,ii -вирус простого герпеса методом пцр качественное определение",,,1.3547905009095995,0.0967741935483871
48,выявления hpv - вирус папилломы человека методом пцр качественное определение,,,1.0319850832440083,0.0625
49,выявления тrichomonas vaginalis методом пцр качественное определение,,,0.5869942355399441,0.05555555555555555
50,выявления mycoplasma genitalium методом  пцр качественное определение,,,1.0237612577130395,0.05555555555555555
51,выявления neisseria gonorrhoeae методом пцр качественное определение,,,1.1466805655358725,0.07142857142857142
52,выявления ureaplasma urealyticum методом пцр качественное определение,,,1.0091960955472439,0.05555555555555555
53,выявления hpv - вирус папилломы человека методом пцр количественное определение,,,1.0319850832440083,0.0625
54,ложка фолькмана одноразовая,,,0.0,0.0
55,петля одноразовая,,,0.0,0.0
56,зонд урогенетальный одноразовый,,,0.0,0.0
57,пробирка с крышкой 16*100мм,,,0.3953794235016038,0.0
58,комплекс 3,,,0.0,0.0
59,забор крови (с комплектом № 3),,,0.411359580872954,0.0
60,первичный прием больных с иппп,,,0.0,0.0
61,повторный прием больных с иппп,,,0.0,0.0
62,бак пос. ж культурал.иссл. отдел.мочепол оргонов на гоноковую инфекцию при отсутствии микроорганизмив,,,0.5669450384672001,0.09090909090909091
63,бак пос. ж конт. культуральное исследование отделяемого мочеполовых органов на гонококковую инфекцию с идентификацией до вида классическим методом,,,1.0107557651628327,0.11538461538461539
64,ж.микроскопи-ое исслед. отделя-го мочепол.органов  метиленовым синим,,,0.6864617947180757,0.0
65,ж.микроскопиче-кое исслед. отделя-го мочепол. органов   по грамму,,,0.6864617947180757,0.0
66,микоплазма iеs женская,,,0.4717356640551147,0.0
67,скрининговое исследование (фемофлер),,,0.554691533247402,0.2
68,чувствительность к антибиот. автом.сист.женская,,,0.0,0.0
69,чувствительность к антибиот. ручной метод женская,,,0.4872769940233128,0.0625
70,ифа(с комплектом №3),,,0.3576408992101844,0.0
71,комплект 1 женский,,,0.0,0.0
72,комплект 2 женский,,,0.0,0.0
73,взятие материала  из уретры для исследования методом пцр (женское),,,0.5649926591527447,0.058823529411764705
74,прием и регистрация проб,,,0.0,0.0
75,первичная обработка биологического материала,,,0.3878216070348006,0.07142857142857142
76,выделение днк из иного биологического материала ручным способом сорбентный метод,,,0.5512444794261087,0.1
77,выявления  сhlamydia trachomatis методом пцр качественное определение,,,0.6740761192671725,0.07142857142857142
78,"выявления  hsv i,ii -вирус простого герпеса методом пцр качественное определение",,,1.3547905009095995,0.0967741935483871
79,выявления hpv - вирус папилломы человека методом пцр качественное определение,,,1.0319850832440083,0.0625
80,выявления тrichomonas vaginalis методом пцр качественное определение,,,0.5869942355399441,0.05555555555555555
81,выявления mycoplasma genitalium методом  пцр качественное определение,,,1.0237612577130395,0.05555555555555555
82,выявления neisseria gonorrhoeae методом пцр качественное определение,,,1.1466805655358725,0.07142857142857142
83,выявления ureaplasma urealyticum методом пцр качественное определение,,,1.0091960955472439,0.05555555555555555
84,"выявление инфекционных возбудителей ""фемофлор-скрин"" (1.2+9.1.2.+9.3.1.2.4+9.4.2.1)",,,0.935330614559855,0.0
85,выявления hpv - вирус папилломы человека методом пцр количественное определение,,,1.0319850832440083,0.0625
86,ложка фолькмана одноразовая,,,0.0,0.0
87,петля одноразовая,,,0.0,0.0
88,зонд урогенетальный одноразовый,,,0.0,0.0
89,пробирка с крышкой 16*100мм,,,0.3953794235016038,0.0
90,комплекс 3,,,0.0,0.0
91,забор крови (с комплектом № 3),,,0.411359580872954,0.0
92,паровая ванна лица,,,0.0,0.0
93,противокуперозная маска для профилактики и лечения возрастной атрофии кожи лица,,,0.4859436902418692,0.05263157894736842
94,противокуперозная маска для профилактики и лечения возрастной атрофии кожи шеи,,,0.4859436902418692,0.05263157894736842
95,противокуперозная маска для профилактики и лечения возрастной атрофии кожи передней поверхности грудной клетки,,,0.4859436902418692,0.045454545454545456
96,маска для профилактики и лечения воспалительных заболеваний кожи лица,,,0.4859436902418692,0.05555555555555555
97,маска для профилактики и лечения воспалительных заболеваний кожи шеи,,,0.4859436902418692,0.05555555555555555
98,маска для профилактики и лечения воспалительных заболеваний кожи передней поверхности грудной клетки,,,0.4859436902418692,0.047619047619047616
99,маска для профилактики и лечения воспалительных заболеваний кожи задней поверхности грудной клетки,,,0.4859436902418692,0.047619047619047616
100,массаж лечебный (по жаке),,,0.31286600055104663,0.0
101,криомассаж кожи лица жидким азотом,,,0.4859436902418692,0.07142857142857142
102,очищение кожи лица механическое,,,0.4859436902418692,0.07692307692307693
103,поверхностный механический пилинг лица,,,0.30706619122179696,0.07142857142857142
104,дарсонвализация лица местная,,,0.0,0.0
105,поверхностный химический пилинг салициликпил js,,,0.30706619122179696,0.06666666666666667
106,поверхностный химический пилинг лицама салициликпил 25% с пантенолом,,,0.7406854737192283,0.0
107,поверхностный химический пилинг миндальный 40%,,,0.3885759117188386,0.0
108,поверхностный химический пилинг block ade peel,,,0.30706619122179696,0.0625
109,химический пилинг среднего уровня с пантенолом,,,0.0,0.0
110,мезотерапия кожи (1 анатомическая область) без препарата,,,0.4859436902418692,0.0625
111,биоревитализация без препарата,,,0.30188937715008946,0.0
112,"проба на реакцию при введении препарата ""коллост""",,,0.444242277805225,0.1
113,инъекционная контурная коррекция средней трети лица при возрастной атрофии кожи,,,0.4859436902418692,0.05263157894736842
114,инъекционная контурная коррекция статических морщин при возрастной атрофии кожи лобной области,,,0.4859436902418692,0.05
115,инъекционная контурная коррекция статических морщин при возрастной атрофии кожи носо-губных складок,,,0.4859436902418692,0.05
116,инъекционная контурная коррекция статических морщин при возрастной атрофии кожи верхней губы,,,0.4859436902418692,0.05
117,инъекционная контурная коррекция статических морщин при возрастной атрофии кожи нижней губы,,,0.4859436902418692,0.05
118,аппликационная анестезия (крем) за 2кв.см.,,,0.0,0.0
119,аппликационная анестезия (спрей),,,0.0,0.0
120,инфильтрационная анестезия,,,0.0,0.0
121,"криодеструкция 1 элемента доброкачественного новообразования кожи вирусной этиологии (бородавка, папиллома, контагиозный моллюск, кондилома)",,,0.4859436902418692,0.045454545454545456
122,криотерапия при воспалительных заболеваниях кожи,,,0.4859436902418692,0.07142857142857142
123,"криодеструкция доброкачествен. новообразований кожи и красной каймы губ до 0,5 см",,,0.4859436902418692,0.05
124,"криодеструкция доброкачествен. новообразований кожи и красной каймы губ от 0,5 см до 1 см",,,0.4859436902418692,0.045454545454545456
125,"криодеструкция телеангиоэктазий, участков гиперпигментации, гиперкератоза за 1 кв. см",,,0.2835198441092037,0.05
126,криодеструкция рубцов за 1 см,,,0.0,0.0
127,механическое удаление контагиозного моллюска (1-го элемента),,,0.6864617947180757,0.0
128,"электро-радиокоагуляция 1 элемента доброкачествен. новообразования кожи вирусной этиологии (бородавка, папиллома, контагиозный моллюск, кондилома)",,,0.4859436902418692,0.045454545454545456
129,"электро-радиокоагуляция доброкачествен. новообразований кожи до 0,5 см",,,0.4859436902418692,0.0625
130,электро-радиокоагуляция доброкачественных сосудистых новообразований кожи и красной каймы губ за 1 кв. см,,,0.4859436902418692,0.045454545454545456
131,"электрокоагуляция доброкачествен. новообразований кожи и красной каймы губ от 0,5 см до 1 см",,,0.4859436902418692,0.045454545454545456
132,"электро-радиокоагуляция телеангиоэктазий, участков гиперпигментации, гиперкератоза за 1 кв. см",,,0.2835198441092037,0.05
133,"электро-радиокоагуляция воспалительного инфильтрата кожи за 1 элемент (угри, нагноившиеся кисты сальных желез)",,,0.4859436902418692,0.047619047619047616
134,электро-радиокоагуляция невусов за 1 мм,,,0.0,0.0
135,электро-радиокоагуляция гипертрофических рубцов после перенесенных воспалительных заболеваний кожи за 1 см,,,0.4859436902418692,0.05
136,устранение пигментной импрегнации (татуировки) кожи методом электро-радиокоагуляции за 1 кв. см,,,0.4859436902418692,0.05
137,коррекция функциональных морщин препаратом на основе ботулотоксина лобной области,,,0.33817472432910234,0.07692307692307693
138,коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) лобной области,,,0.33817472432910234,0.07142857142857142
139,коррекция функциональных морщин препаратом на основе ботулотоксина области переносицы,,,0.33817472432910234,0.07692307692307693
140,коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) области переносицы,,,0.33817472432910234,0.07142857142857142
141,коррекция функциональных морщин препаратом на основе ботулотоксина периорбитальных областей,,,0.33817472432910234,0.07692307692307693
142,коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) периорбитальных областей,,,0.33817472432910234,0.07142857142857142
143,коррекция локального гипергидроза препаратом на основе ботулотоксина подмышечных областей,,,0.33817472432910234,0.07692307692307693
144,коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) подмышечных областей,,,0.33817472432910234,0.07142857142857142
145,коррекция локального гипергидроза препаратом на основе ботулотоксина кистей рук,,,0.33817472432910234,0.07692307692307693
146,коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) кистей рук,,,0.33817472432910234,0.07142857142857142
147,коррекция локального гипергидроза препаратом на основе ботулотоксина стоп,,,0.33817472432910234,0.08333333333333333
148,коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) стоп,,,0.33817472432910234,0.07692307692307693
149,фотолечение возрастных изменений кожи лица,,,0.4859436902418692,0.07142857142857142
150,фотолечение возрастных изменений кожи в области щек,,,0.4859436902418692,0.13333333333333333
151,фотолечение возрастных изменений кожи в лобной области,,,0.4859436902418692,0.13333333333333333
152,фотолечение возрастных изменений кожи в области носа,,,0.4859436902418692,0.13333333333333333
153,фотолечение возрастных изменений кожи в подбородочной области,,,0.4859436902418692,0.13333333333333333
154,фотолечение возрастных изменений кожи в области верхней губы,,,0.4859436902418692,0.125
155,фотолечение возврастных изменений кожи в области шеи,,,0.4859436902418692,0.13333333333333333
156,фотолечение возрастных изменений кожи в области передней поверхности грудной клетки,,,0.4859436902418692,0.1111111111111111
157,фотолечение возрастных изменений кожи тыльной поверхности кистей,,,0.4859436902418692,0.0625
158,фотолечение угревой болезни.розацеа,,,0.3561005290560492,0.0
159,фотоэпиляция в области верхней губы (1 импульс),,,0.0,0.0
160,фотоэпиляция в подбородочной области (1 импульс),,,0.0,0.0
161,"фотоэпиляция в области шеи, на щеках (1 импульс)",,,0.33817472432910234,0.08333333333333333
162,фотоэпиляция в области конечностей (1 импульс),,,0.0,0.0
163,фотоэпиляция в подмышечной области (1 импульс),,,0.0,0.0
164,фотоэпиляция в области грудной клетки у мужчин (1 импульс),,,0.0,0.0
165,фотоэпиляция в области грудной клетки у женщин (1 импульс),,,0.0,0.0
166,фотоэпиляция в области паховых складок (1импульс),,,0.0,0.0
167,фотоэпиляция в области наружных половых органов (1 импульс),,,0.8544067882076374,0.11764705882352941
168,фотоэпиляция в ягодичной области (1 импульс),,,0.0,0.0
169,фотоэпиляция в пояснично-крестцовой области (1 импульс),,,0.0,0.0
170,фотоэпиляция в области промежности (1 импульс),,,0.0,0.0
171,фотоэпиляция на коже спины (1 импульс),,,0.33817472432910234,0.1
172,фотоэпиляция на пальцах (1 импульс),,,0.33817472432910234,0.1111111111111111
173,фотоэпиляция в области живота у женщин (1 импульс),,,0.0,0.0
174,фотоэпиляция в области живота у мужчин (1 импульс),,,0.0,0.0
175,процедура prp- терапии,,,0.0,0.0
176,инъекционная контурная коррекция статических морщин аутологическим тромбинофибриновым гелем (prp- терапии),,,0.0,0.0
177,забор крови для prp-терапии,,,0.411359580872954,0.0
178,дополнительные материалы,,,0.0,0.0
179,комплект для химических пилингов и инъекционных процедур,,,0.27680161680235843,0.0625
180,комплект для криодеструкции и электрокоагуляции,,,0.27680161680235843,0.07142857142857142
181,комплект для демакияжа,,,0.27680161680235843,0.08333333333333333
182,дексаметазон (ампула),,,0.0,0.0
183,иньекция дексаметазона,,,0.0,0.0
184,шприц одноразовый,,,0.0,0.0
185,щприц одноразовый 3мл трёхкомпонентный omnifix luer duo с иглой 23g № 1,,,0.0,0.0
186,игла pre-300131-30g*13mm,,,0.0,0.0
187,игла pre-32004 *32g*4мм для подкожных инъекций тск,,,0.27680161680235843,0.0625
188,отрез одноразовый 70*110,,,0.6274137123623813,0.0
189,имплантант вязкоэластичный revofil aqashine br,,,0.0,0.0
190,"гель-крем ""lighfrosta",,,0.0,0.0
191,постпилинговый защитный крем rdm-5,,,0.0,0.0
192,набор пробирок regenkit -bct-3,,,0.0,0.0
193,коллост гель 7%,,,0.0,0.0
194,импланты гелевые на основе полинуклеатидов plinest,,,0.33817472432910234,0.1
195,гель для внутридермального введения на основе полинуклеотидов и гиалуроновой кислоты newest,,,0.48784676091695034,0.07142857142857142
196,коллост гель 0.1 см3 проба,,,0.43994824928015025,0.0
197,импланты regenyal idea,,,0.0,0.0
198,импланты regenyal super idea,,,0.0,0.0
199,импланты regenyal bioregen,,,0.0,0.0
200,косметология,,,0.0,0.0
201,паровая ванночка,,,0.0,0.0
202,гидрирующая маска,,,0.0,0.0
203,противокуперозная маска для профилактики и лечения возрастной атрофии кожи лица,,,0.4859436902418692,0.05263157894736842
204,маска для профилактики и лечения воспалительных заболеваний кожи лица,,,0.4859436902418692,0.05555555555555555
205,массаж лица по жаке,,,0.31286600055104663,0.09090909090909091
206,очищение кожи лица механическое,,,0.4859436902418692,0.07692307692307693
207,дарсонвализация лица,,,0.0,0.0
208,медицинский осмотр с выдачей заключения,,,0.2005475591275035,0.02857142857142857
209,анализ крови на сифилис методом ифа,,,0.8373754586207396,0.10526315789473684
210,мазок на гонорею (мужчины),,,0.4236046889494016,0.15384615384615385
211,мазок на гонорею (женщины),,,0.4236046889494016,0.15384615384615385
212,медицинское обследование с выдачей заключения (мужчины),,,0.5750697695097811,0.125
213,медицинское обследование с выдачей заключения (женщины),,,0.5750697695097811,0.125
214,консультация врача высшей категории,,,0.0,0.0
215,консультация врача первой категории,,,0.0,0.0
216,консультация врача второй категории,,,0.0,0.0
217,консультация доцента доктора наук,,,0.0,0.0
218,консультация профессора доктора наук,,,0.0,0.0
219,электролечение,,,0.0,0.0
220,амплипульстерапия,,,0.0,0.0
221,"интерференцтерапия на аппарате ""псориамед""",,,0.33817472432910234,0.125
222,дарсонвализация,,,0.0,0.0
223,магнитотерапия местная,,,0.0,0.0
224,определение биодозы,,,0.2831535005014546,0.125
225,ультрафиолетовое облучение общее,,,0.0,0.0
226,ультрафиолетовое облучение местное,,,0.0,0.0
227,видимое инфокрасное облучение общее.местное (биотрон),,,0.0,0.0
228,"лазероперапия,магнитолазеротерапия чрескожное(рикта)",,,0.0,0.0
229,"надвенное лазерное облучение, магнитолазерное облучение",,,0.0,0.0
230,процедура фототерапии в дематологическом облучателе передвижного (локального) типа од-п-160,,,0.39235279304422765,0.06451612903225806
231,процедура фототерапии в дематологическом облучателе кабинного типа од-п-3-2400-24э,,,0.39235279304422765,0.06666666666666667
232,процедура фототерапии дематологическим облучателем стационарного (над кушеткой) типа од-п-2-320,,,0.39235279304422765,0.03125
233,ультрафонофорез,,,0.0,0.0
234,ванны с оксидатом торфа,,,0.0,0.0
235,сапропелевые ванны,,,0.0,0.0
236,ванны с морской солью,,,0.17036786296963422,0.03225806451612903
237,апликации сакской грязи местная,,,0.0,0.0
238,отрез однаразовый 70*110,,,0.6274137123623813,0.0
239,салфетка 25*25,,,1.4813709474384567,0.0
240,общий анализ крови из пальца,,,1.0727007402688384,0.17647058823529413
241,общий анализ мочи,,,1.4348951289195204,0.42857142857142855
242,исследование маркеров аллергии методом иммуноблотинга (смешанная панель №1),,,0.4262195604224565,0.09090909090909091
243,исследование маркеров аллергии методом иммуноблотинга (ингаляционная панель №2),,,0.4262195604224565,0.09090909090909091
244,исследование маркеров аллергии методом иммунодлотинга (пищевая панель №3),,,0.4262195604224565,0.09090909090909091
245,исследование маркеров аллергии методом иммуноблотинга (педиатрическая панель №4),,,0.4262195604224565,0.09090909090909091
246,реакция агломерации лейкоцитов (один препарат),,,0.389437217244516,0.09090909090909091
247,реакция агломерации лейкоцитов (каждый последующий препарат),,,0.389437217244516,0.08333333333333333
248,определение глюкозы в сыворотке крови,,,1.03211142620854,0.4444444444444444
249,исследование состояния гемостаза без забора крови,,,0.6367386740641983,0.05555555555555555
250,определение содержания фибриногена в плазме крови без забора крови,,,1.2166040095199457,0.3076923076923077
251,"микроскопическое исследование отделяемого мочеполовых органов, окрашенных метиленовым синим",,,0.7562454154168882,0.05555555555555555
252,"микроскопическое исследование отделяемого мочеполовых органов, окрашенных по грамму",,,0.7562454154168882,0.05555555555555555
253,биохимический анализ крови - общий белок,,,1.3080244299270176,0.2
254,мочевина,,,0.6749789022859204,0.25
255,общий холестерин,,,1.1236846297265433,0.4
256,креатинин,,,0.644508842151924,0.25
257,мочевая кислота,,,0.9476530840804545,0.3333333333333333
258,общий билирубин,общий билирубин крови; общий билирубин сыворотки,билирубин общий (bilirubin total),0.9927746304981717,0.5
259,прямой билирубин,,,0.9609797927158102,0.2857142857142857
260,триглицириды,,,0.0,0.0
261,аст,,,0.3810428000107005,0.0
262,алт,,,0.3810428000107005,0.0
263,глюкоза,,,0.6749789022859204,0.25
264,криатинкиназа,,,0.0,0.0
265,лдг,,,0.361265981576357,0.0
266,щелочная фосфатаза,,,0.4082482904638631,0.14285714285714285
267,ггтп,,,0.0,0.0
268,кальций,,,0.5348891751169843,0.1111111111111111
269,магний,,,0.5140082125981896,0.16666666666666666
270,фосфор,,,0.5365531112004324,0.16666666666666666
271,амилаза,,,0.46904568554254467,0.0
272,железо,,,0.5096849510541617,0.2
273,альбумин,,,0.21842678094651058,0.09090909090909091
274,креатинкиназа-мб,,,0.3745832152512826,0.0
275,холестирин -лпвп,,,0.352193532811248,0.0
276,асл,,,0.5,0.0
277,рф,,,0.40958262721277633,0.0
278,срб,,,0.5280118192494914,0.0
279,реагенты дианостические для биохимического исследования крови,,,0.411359580872954,0.0
280,расходные материалы,,,0.0,0.0
281,исследования эякулята человека,,,0.4247777461933945,0.1
282,прием и регистрация проб,,,0.0,0.0
283,гормоны без забора,,,0.3429303081727196,0.1
284,"обработка венозной крови для получения сыворотки с приемом и регистрацией  проб(п.1.5.1+1,2)",,,0.7324059062506107,0.14285714285714285
285,"иммуноферментный анализ крови на половые гормоны (пролактин,  тестестерон, прогестерон, эстрадиол ,фсг, лг, кортизол) с пипетирование и регистрацией согласно протоколу",,,0.8704380483980613,0.02857142857142857
286,определение иммуноглобулинов к бледной трепонеме методом ифа,,,0.3576408992101844,0.0625
287,комплекс ифа+rpr,,,0.4003718590283719,0.0
288,реакция быстрых плазменных реагинов ( rpr) качественный метод,,,0.4872769940233128,0.05555555555555555
289,реакция быстрых плазменных реагинов (rpr) количественный метод,,,0.4872769940233128,0.058823529411764705
290,реакция пассивной гемагглютинации (рпга) качественный метод,,,0.4872769940233128,0.0625
291,реакция пассивной гемагглютинации( рпга) количественным методом,,,0.28650133999316696,0.07142857142857142
292,реакция иммунофлуоресценции (риф)качественный метод (с нефиксированным на стекле антигеном),,,0.4872769940233128,0.05263157894736842
293,реакция иммунофлуоресценции (риф) количественный метод (с нефиксированным на стекле антигеном),,,0.4872769940233128,0.05
294,антитела к спайковому (s)белку sars-cov-2) ig g (полуколичественное определение ). оценка постинфекционного .поствакционного иммунитета.,,,1.6382514555636247,0.07692307692307693
295,определение общей концентрации 25-он витамина д методом ифа,,,0.7406854737192283,0.0
296,методом ифа лямблия полуавтоматизированный анализ,,,0.5674298411191937,0.09090909090909091
297,методом ифа гельминты полуавтоматизированный анализ,,,0.5674298411191937,0.09090909090909091
298,методом ифа хеликобактер пилори полуавтоматизированный анализ,,,0.5674298411191937,0.08333333333333333
299,методом ифа аскарида полуавтоматизированный анализ,,,0.5674298411191937,0.09090909090909091
300,методом ифа гормоны щитовидной железы ттг полуавтоматизированный анализ,,,0.7807448725292818,0.15384615384615385
301,методом ифа гормоны щитовидной железы свободный т- 4 полуавтоматизированный анализ,,,0.7807448725292818,0.13333333333333333
302,методом ифа гормоны щитовидной железы анти-тпо) полуавтоматизированный анализ,,,0.7807448725292818,0.15384615384615385
303,культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в гное с идентификацией микроорганизмов до вида классическим методом с взятием материама,,,0.42616436152205106,0.08333333333333333
304,культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в гное с идентификацией микроорганизмов до вида на автоматическом микробиологическом анализаторе с взятием материала.,,,0.938360213838299,0.07142857142857142
305,культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в  отделяемом урогенитального тракта с идентификацией микроорганизмов до вида классическим методом,,,1.0300461543089676,0.15
306,культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в отделяемом урогенитального тракта  с идентификацией микроорганизмов до вида на автоматическом микробиологическом анализаторе.,,,1.0300461543089676,0.09090909090909091
307,"культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в отделяемом носоглотки, носа, зева с идентификацией микроорганизмов до вида классическим методом с взятием материала",,,0.6630909104365499,0.10344827586206896
308,"культуральное исследование на аэробные и факультативно-анаэробные микроорганизмы в  носоглотки, носа, зева с идентификацией микроорганизмов до вида на автоматическом микробиологическом анализаторе с взятием материала.",,,0.938360213838299,0.06666666666666667
309,культуральное исследование отделяемого мочеполовых органов на гонококковую инфекцию,,,1.0107557651628327,0.1875
310,культуральное исследование мочеполовых органов на гонококковую инфекцию с идентификацией до вида классическим методом,,,0.6817137438497634,0.09090909090909091
311,исследование на уреа-микоплазмы в отделяемом мочеполовых органов с использованием коммерческих тест- систем без забора материала в лаборатории.,,,0.6817137438497634,0.08
312,микроскопическое исследование кожи и слизистых ногтей волос на дерматофиты и дрожжеподобные грибы с забором материала в лаборатории,,,1.0669035411450265,0.17391304347826086
313,"культуральное исследование кожи и слизистых, ногтей, волос на дерматофиты и дрожжеподобные грибы с забором материала в лаборатории",,,0.7294668132690738,0.125
314,культуральное исследование  слизистых на дрожжеподобные грибы (рода (candida)  с забором материала в лаборатории,,,0.7294668132690738,0.09090909090909091
315,обнаружение чесоточного клеща в исследуемом материале с забором  материала в лаборатории,,,0.3878216070348006,0.05
316,обнаружение demodex foliorum hominis в исследуемом материале с забором  материала в лаборатории,,,0.4717356640551147,0.05555555555555555
317,дерматоскопия,,,0.0,0.0
318,дерматоскопия (каждая посл.),,,0.0,0.0
319,"консультация первичная: консультация врача-специалиста второй категории, без ктегории терапевтического профиля",,,0.30188937715008946,0.0
320,консультация первичная: консультация врача-специалиста первой категории терапевтического профиля,,,0.0,0.0
321,консультация первичная: консультация врача-специалиста высшей категории терапевтического профиля,,,0.0,0.0
322,консультация первичная: консультация врача-специалиста кмн терапевтического профиля,,,0.0,0.0
323,консультация первичная: консультация врача-специалиста дмн терапевтического профиля,,,0.0,0.0
324,консультация первичная: консультация доцента кмн терапевтического профиля,,,0.0,0.0
325,консультация первичная: консультация профессора дмн терапевтического профиля,,,0.0,0.0
326,"консультация первичная: консультация врача-специалиста второй категории, без категории хирургического профиля",,,0.30188937715008946,0.0
327,консультация первичная: консультация врача-специалиста первой кат.хирургического профиля,,,0.0,0.0
